time,target_joint_0_pos,target_joint_0_vel,target_joint_0_acceleration,target_joint_1_pos,target_joint_1_vel,target_joint_1_acceleration,target_joint_2_pos,target_joint_2_vel,target_joint_2_acceleration,target_joint_3_pos,target_joint_3_vel,target_joint_3_acceleration,target_joint_4_pos,target_joint_4_vel,target_joint_4_acceleration,target_joint_5_pos,target_joint_5_vel,target_joint_5_acceleration,
1763636823.720931768,1.570886561,0.009023509,0.451181915,-2.443263566,0.019738927,0.986960440,2.443348161,-0.011279387,-0.563977394,-1.570880921,-0.008459540,-0.422983046,1.570796327,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,
1763636823.722989082,1.570905509,0.009925830,0.451181915,-2.443222117,0.021712752,0.986960440,2.443324475,-0.012407287,-0.563977394,-1.570898685,-0.009305465,-0.422983046,1.570796327,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,
1763636823.724811554,1.570926262,0.010828141,0.451181915,-2.443176720,0.023686559,0.986960440,2.443298534,-0.013535177,-0.563977394,-1.570918141,-0.010151383,-0.422983046,1.570796327,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,
1763636823.726866245,1.570948819,0.011730444,0.451181915,-2.443127376,0.025660346,0.986960440,2.443270338,-0.014663055,-0.563977394,-1.570939288,-0.010997291,-0.422983046,1.570796327,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,
1763636823.729150534,1.570973180,0.012632737,0.451181915,-2.443074086,0.027634112,0.986960440,2.443239886,-0.015790921,-0.563977394,-1.570962127,-0.011843191,-0.422983046,1.570796327,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,
1763636823.731070280,1.570999346,0.013535020,0.451181915,-2.443016849,0.029607856,0.986960440,2.443207179,-0.016918775,-0.563977394,-1.570986657,-0.012689081,-0.422983046,1.570796327,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,
1763636823.732978344,1.571027315,0.014437292,0.451181915,-2.442955666,0.031581576,0.986960440,2.443172218,-0.018046615,-0.563977394,-1.571012878,-0.013534961,-0.422983046,1.570796327,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,
1763636823.735582113,1.571057088,0.015339553,0.451181915,-2.442890537,0.033555272,0.986960440,2.443135001,-0.019174441,-0.563977394,-1.571040791,-0.014380831,-0.422983046,1.570796327,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,
1763636823.737434626,1.571088666,0.016241802,0.451181915,-2.442821461,0.035528943,0.986960440,2.443095529,-0.020302253,-0.563977394,-1.571070395,-0.015226690,-0.422983046,1.570796327,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,
1763636823.739603281,1.571122047,0.017144040,0.451181915,-2.442748440,0.037502587,0.986960440,2.443053803,-0.021430050,-0.563977394,-1.571101689,-0.016072537,-0.422983046,1.570796327,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,
1763636823.741779804,1.571157232,0.018046265,0.451181915,-2.442671473,0.039476206,0.986960440,2.443009821,-0.022557832,-0.563977394,-1.571134675,-0.016918374,-0.422983046,1.570796327,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,
