time,human_keypoint_0_x,human_keypoint_0_y,human_keypoint_0_z,human_keypoint_1_x,human_keypoint_1_y,human_keypoint_1_z,human_keypoint_2_x,human_keypoint_2_y,human_keypoint_2_z,human_keypoint_3_x,human_keypoint_3_y,human_keypoint_3_z,human_keypoint_4_x,human_keypoint_4_y,human_keypoint_4_z,human_keypoint_5_x,human_keypoint_5_y,human_keypoint_5_z,human_keypoint_6_x,human_keypoint_6_y,human_keypoint_6_z,human_keypoint_7_x,human_keypoint_7_y,human_keypoint_7_z,human_keypoint_8_x,human_keypoint_8_y,human_keypoint_8_z,human_keypoint_9_x,human_keypoint_9_y,human_keypoint_9_z,human_keypoint_10_x,human_keypoint_10_y,human_keypoint_10_z,human_keypoint_11_x,human_keypoint_11_y,human_keypoint_11_z,human_keypoint_12_x,human_keypoint_12_y,human_keypoint_12_z,human_keypoint_13_x,human_keypoint_13_y,human_keypoint_13_z,human_keypoint_14_x,human_keypoint_14_y,human_keypoint_14_z,human_keypoint_15_x,human_keypoint_15_y,human_keypoint_15_z,human_keypoint_16_x,human_keypoint_16_y,human_keypoint_16_z,human_keypoint_17_x,human_keypoint_17_y,human_keypoint_17_z,human_keypoint_18_x,human_keypoint_18_y,human_keypoint_18_z,human_keypoint_19_x,human_keypoint_19_y,human_keypoint_19_z,
1763636825.585420370,1.185744208,0.411109496,1.659559369,1.269896443,0.425935384,0.634737356,1.384937387,0.466410633,0.289554460,1.209039981,0.195026530,1.048345784,1.293336761,0.199707840,0.645238649,1.363584865,0.204114625,0.285976529,1.223533382,0.417819316,1.705045199,1.190854979,0.364044076,1.695625162,1.339659811,0.415477691,1.709517683,1.247070896,0.263114486,1.682827373,0.108000000,-0.883000000,2.351000000,1.281522581,0.298842528,1.522055855,0.108000000,-0.883000000,2.351000000,1.306879728,0.473314708,1.513434089,1.346474978,0.748196672,1.475400603,1.384753600,1.012476738,1.438831575,1.256165419,0.124370515,1.530677492,1.311566589,0.088703534,1.258196401,1.224938853,0.113155362,1.004117200,1.220113294,0.374914991,1.040375951,
1763636825.587430239,1.185520614,0.410884320,1.659719932,1.269923406,0.425819279,0.634824774,1.384993443,0.466197806,0.289643481,1.209108166,0.195009260,1.048370587,1.293386343,0.199513499,0.645260778,1.363579430,0.203764758,0.285988830,1.223306187,0.417610482,1.705205418,1.190633983,0.363829981,1.695798636,1.339431979,0.415280887,1.709686535,1.246860633,0.262902765,1.683033795,0.108000000,-0.883000000,2.351000000,1.281339407,0.298652928,1.522209433,0.108000000,-0.883000000,2.351000000,1.306640300,0.473140557,1.513673301,1.346116859,0.747969752,1.475075151,1.384281294,1.012199152,1.437963085,1.256038497,0.124165466,1.530745409,1.311483863,0.088551424,1.258263973,1.224912318,0.113051713,1.004167857,1.220156329,0.374900756,1.040474674,
1763636825.589278698,1.185296335,0.410658455,1.659880987,1.269950451,0.425702819,0.634912461,1.385049672,0.465984327,0.289732775,1.209176561,0.194991936,1.048395466,1.293436077,0.199318563,0.645282976,1.363573978,0.203413820,0.286001168,1.223078296,0.417401008,1.705366127,1.190412310,0.363615229,1.695972642,1.339203449,0.415083479,1.709855905,1.246649725,0.262690395,1.683240849,0.108000000,-0.883000000,2.351000000,1.281155671,0.298462746,1.522363482,0.108000000,-0.883000000,2.351000000,1.306400138,0.472965873,1.513913246,1.345757643,0.747742137,1.474748702,1.383807541,1.011920716,1.437091933,1.255911186,0.123959788,1.530813534,1.311400885,0.088398847,1.258331753,1.224885702,0.112947746,1.004218669,1.220199496,0.374886478,1.040573698,
1763636825.591167688,1.185076827,0.410437394,1.660038615,1.269976921,0.425588837,0.634998282,1.385104704,0.465775389,0.289820169,1.209243500,0.194974982,1.048419816,1.293484753,0.199127775,0.645304701,1.363568642,0.203070347,0.286013244,1.222855253,0.417195991,1.705523418,1.190195353,0.363405047,1.696142946,1.338979781,0.414890271,1.710021671,1.246443304,0.262482543,1.683443498,0.108000000,-0.883000000,2.351000000,1.280975844,0.298276611,1.522514254,0.108000000,-0.883000000,2.351000000,1.306165085,0.472794904,1.514148087,1.345406069,0.747519364,1.474429197,1.383343866,1.011648203,1.436239314,1.255786584,0.123758487,1.530880209,1.311319671,0.088249517,1.258398090,1.224859652,0.112845991,1.004268400,1.220241745,0.374872503,1.040670616,
1763636825.593568802,1.184897180,0.410266482,1.660149097,1.269941367,0.425421232,0.635092232,1.385027456,0.465381203,0.289882523,1.209290773,0.195065415,1.048445216,1.293503175,0.198979152,0.645330738,1.363608762,0.202706296,0.286049312,1.222674147,0.417041922,1.705631099,1.190022259,0.363245155,1.696264952,1.338798044,0.414752128,1.710131763,1.246284281,0.262327911,1.683594175,0.108000000,-0.883000000,2.351000000,1.280826642,0.298151921,1.522621537,0.108000000,-0.883000000,2.351000000,1.305946642,0.472689124,1.514351982,1.345035579,0.747346121,1.474041713,1.382827084,1.011410207,1.435283092,1.255706638,0.123614874,1.530890898,1.311286398,0.088068231,1.258418464,1.224848665,0.112639049,1.004273950,1.220247122,0.374959604,1.040792093,
1763636825.595130682,1.184740166,0.410118102,1.660243806,1.269904568,0.425267306,0.635176719,1.384947707,0.465014348,0.289936104,1.209331340,0.195154890,1.048467964,1.293517134,0.198850005,0.645354322,1.363648278,0.202379811,0.286083456,1.222516000,0.416908636,1.705723109,1.189871418,0.363106619,1.696369850,1.338639335,0.414633387,1.710225427,1.246146284,0.262194308,1.683724351,0.108000000,-0.883000000,2.351000000,1.280696033,0.298045705,1.522713693,0.108000000,-0.883000000,2.351000000,1.305753109,0.472600085,1.514531360,1.344703484,0.747195611,1.473690439,1.382361670,1.011200697,1.434421481,1.255638967,0.123491468,1.530895851,1.311260637,0.087903875,1.258432878,1.224840097,0.112445805,1.004275285,1.220248900,0.375045588,1.040902484,
1763636825.597420216,1.184582970,0.409969550,1.660338625,1.269867725,0.425113203,0.635261303,1.384867865,0.464647069,0.289989747,1.209371953,0.195244470,1.048490738,1.293531109,0.198720709,0.645377932,1.363687840,0.202052948,0.286117639,1.222357670,0.416775195,1.705815226,1.189720403,0.362967923,1.696474870,1.338480441,0.414514509,1.710319199,1.246008127,0.262060551,1.683854678,0.108000000,-0.883000000,2.351000000,1.280565273,0.297939366,1.522805956,0.108000000,-0.883000000,2.351000000,1.305559352,0.472510944,1.514710946,1.344371005,0.747044926,1.473338758,1.381895717,1.010990945,1.433558873,1.255571219,0.123367919,1.530900809,1.311234846,0.087739327,1.258447308,1.224831519,0.112252338,1.004276621,1.220250680,0.375131673,1.041013002,
1763636825.599179029,1.184425955,0.409821170,1.660433335,1.269830926,0.424959277,0.635345789,1.384788115,0.464280214,0.290043328,1.209412519,0.195333945,1.048513486,1.293545068,0.198591562,0.645401516,1.363727356,0.201726463,0.286151782,1.222199523,0.416641909,1.705907236,1.189569562,0.362829388,1.696579768,1.338321731,0.414395768,1.710412863,1.245870130,0.261926948,1.683984854,0.108000000,-0.883000000,2.351000000,1.280434664,0.297833150,1.522898112,0.108000000,-0.883000000,2.351000000,1.305365820,0.472421905,1.514890325,1.344038910,0.746894416,1.472987484,1.381430303,1.010781435,1.432697263,1.255503548,0.123244513,1.530905761,1.311209085,0.087574971,1.258461722,1.224822950,0.112059094,1.004277956,1.220252458,0.375217658,1.041123393,
1763636825.601454496,1.184268886,0.409672738,1.660528077,1.269794114,0.424805298,0.635430305,1.384708338,0.463913232,0.290096928,1.209453100,0.195423452,1.048536242,1.293559032,0.198462371,0.645425107,1.363766886,0.201399865,0.286185938,1.222041321,0.416508576,1.705999278,1.189418669,0.362690804,1.696684703,1.338162967,0.414276986,1.710506559,1.245732085,0.261793299,1.684115075,0.108000000,-0.883000000,2.351000000,1.280304009,0.297726897,1.522990300,0.108000000,-0.883000000,2.351000000,1.305172220,0.472332836,1.515069765,1.343706700,0.746743853,1.472636089,1.380964728,1.010571852,1.431835353,1.255435854,0.123121064,1.530910715,1.311183315,0.087410557,1.258476141,1.224814379,0.111865784,1.004279291,1.220254237,0.375303673,1.041233822,
1763636825.603219748,1.184111908,0.409524392,1.660622765,1.269757323,0.424651408,0.635514772,1.384628607,0.463546463,0.290150497,1.209493657,0.195512907,1.048558984,1.293572987,0.198333254,0.645448685,1.363806393,0.201073455,0.286220074,1.221883211,0.416375321,1.706091267,1.189267863,0.362552300,1.696789576,1.338004294,0.414158272,1.710600201,1.245594120,0.261659727,1.684245221,0.108000000,-0.883000000,2.351000000,1.280173431,0.297620705,1.523082435,0.108000000,-0.883000000,2.351000000,1.304978732,0.472243818,1.515249102,1.343374682,0.746593378,1.472284896,1.380499421,1.010362391,1.430973942,1.255368200,0.122997686,1.530915666,1.311157560,0.087246238,1.258490552,1.224805812,0.111672585,1.004280625,1.220256015,0.375389637,1.041344187,
1763636825.605176210,1.183957439,0.409378418,1.660715939,1.269721120,0.424499978,0.635597889,1.384550150,0.463185554,0.290203209,1.209533565,0.195600932,1.048581363,1.293586720,0.198206200,0.645471887,1.363845269,0.200752262,0.286253664,1.221727628,0.416244195,1.706181785,1.189119467,0.362416010,1.696892774,1.337848157,0.414041456,1.710692346,1.245458360,0.261528290,1.684373287,0.108000000,-0.883000000,2.351000000,1.280044939,0.297516211,1.523173097,0.108000000,-0.883000000,2.351000000,1.304788337,0.472156223,1.515425573,1.343047970,0.746445307,1.471939316,1.380041551,1.010156277,1.430126298,1.255301626,0.122876280,1.530920538,1.311132216,0.087084545,1.258504732,1.224797383,0.111482474,1.004281938,1.220257764,0.375474229,1.041452789,
1763636825.607362747,1.183800460,0.409230072,1.660810627,1.269684329,0.424346088,0.635682356,1.384470419,0.462818785,0.290256778,1.209574122,0.195690387,1.048604105,1.293600675,0.198077084,0.645495464,1.363884776,0.200425853,0.286287799,1.221569517,0.416110940,1.706273774,1.188968662,0.362277507,1.696997648,1.337689484,0.413922743,1.710785988,1.245320395,0.261394718,1.684503433,0.108000000,-0.883000000,2.351000000,1.279914360,0.297410020,1.523265232,0.108000000,-0.883000000,2.351000000,1.304594849,0.472067205,1.515604910,1.342715952,0.746294832,1.471588124,1.379576245,1.009946816,1.429264887,1.255233971,0.122752903,1.530925489,1.311106461,0.086920227,1.258519142,1.224788816,0.111289275,1.004283273,1.220259542,0.375560194,1.041563154,
1763636825.609405279,1.183643446,0.409081692,1.660905337,1.269647529,0.424192163,0.635766842,1.384390669,0.462451930,0.290310359,1.209614689,0.195779863,1.048626853,1.293614634,0.197947937,0.645519048,1.363924292,0.200099368,0.286321943,1.221411370,0.415977653,1.706365784,1.188817821,0.362138971,1.697102546,1.337530774,0.413804002,1.710879652,1.245182398,0.261261115,1.684633609,0.108000000,-0.883000000,2.351000000,1.279783751,0.297303804,1.523357388,0.108000000,-0.883000000,2.351000000,1.304401317,0.471978167,1.515784288,1.342383858,0.746144322,1.471236850,1.379110831,1.009737306,1.428403277,1.255166301,0.122629497,1.530930442,1.311080700,0.086755870,1.258533556,1.224780248,0.111096031,1.004284607,1.220261320,0.375646179,1.041673544,
1763636825.612155914,1.183485813,0.408932728,1.661000419,1.269610585,0.424037631,0.635851661,1.384310606,0.462083631,0.290364151,1.209655415,0.195869690,1.048649690,1.293628648,0.197818282,0.645542724,1.363963964,0.199771598,0.286356221,1.221252601,0.415843842,1.706458156,1.188666386,0.361999890,1.697207857,1.337371440,0.413684794,1.710973685,1.245043858,0.261126987,1.684764297,0.108000000,-0.883000000,2.351000000,1.279652628,0.297197170,1.523449906,0.108000000,-0.883000000,2.351000000,1.304207022,0.471888778,1.515964372,1.342050456,0.745993219,1.470884193,1.378643585,1.009526971,1.427538274,1.255098364,0.122505605,1.530935414,1.311054838,0.086590866,1.258548027,1.224771646,0.110902027,1.004285947,1.220263105,0.375732502,1.041784370,
1763636825.614109755,1.183328672,0.408784228,1.661095205,1.269573756,0.423883581,0.635936216,1.384230792,0.461716479,0.290417776,1.209696014,0.195959239,1.048672456,1.293642618,0.197689031,0.645566327,1.364003512,0.199444848,0.286390392,1.221094326,0.415710448,1.706550241,1.188515423,0.361861242,1.697312840,1.337212601,0.413565956,1.711067424,1.244905749,0.260993275,1.684894579,0.108000000,-0.883000000,2.351000000,1.279521914,0.297090868,1.523542137,0.108000000,-0.883000000,2.351000000,1.304013333,0.471799667,1.516143896,1.341718092,0.745842587,1.470532634,1.378177794,1.009317292,1.426675966,1.255030639,0.122382099,1.530940370,1.311029056,0.086426376,1.258562452,1.224763070,0.110708627,1.004287283,1.220264885,0.375818556,1.041894850,
1763636825.615938902,1.183171603,0.408635796,1.661189948,1.269536943,0.423729602,0.636020732,1.384151015,0.461349497,0.290471376,1.209736594,0.196048745,1.048695212,1.293656582,0.197559839,0.645589918,1.364043042,0.199118249,0.286424548,1.220936124,0.415577115,1.706642283,1.188364530,0.361722658,1.697417775,1.337053837,0.413447174,1.711161120,1.244767704,0.260859626,1.685024800,0.108000000,-0.883000000,2.351000000,1.279391260,0.296984615,1.523634325,0.108000000,-0.883000000,2.351000000,1.303819733,0.471710598,1.516323337,1.341385882,0.745692024,1.470181238,1.377712218,1.009107709,1.425814056,1.254962945,0.122258650,1.530945324,1.311003286,0.086261962,1.258576871,1.224754499,0.110515316,1.004288618,1.220266664,0.375904571,1.042005279,
1763636825.618050337,1.183014643,0.408487468,1.661284624,1.269500157,0.423575730,0.636105189,1.384071293,0.460982770,0.290524938,1.209777147,0.196138190,1.048717952,1.293670535,0.197430737,0.645613493,1.364082544,0.198791878,0.286458679,1.220778032,0.415443875,1.706734261,1.188213742,0.361584171,1.697522636,1.336895182,0.413328475,1.711254752,1.244629755,0.260726070,1.685154931,0.108000000,-0.883000000,2.351000000,1.279260696,0.296878436,1.523726449,0.108000000,-0.883000000,2.351000000,1.303626268,0.471621590,1.516502653,1.341053902,0.745541566,1.469830087,1.377246966,1.008898272,1.424952745,1.254895298,0.122135286,1.530950275,1.310977534,0.086097662,1.258591280,1.224745933,0.110322140,1.004289952,1.220268442,0.375990526,1.042115631,
1763636825.620102406,1.182855901,0.408337455,1.661380376,1.269462952,0.423420112,0.636190605,1.383990666,0.460611880,0.290579109,1.209818159,0.196228649,1.048740950,1.293684648,0.197300170,0.645637336,1.364122495,0.198461802,0.286493199,1.220618146,0.415309123,1.706827283,1.188061242,0.361444111,1.697628688,1.336734727,0.413208428,1.711349446,1.244490240,0.260590998,1.685286539,0.108000000,-0.883000000,2.351000000,1.279128651,0.296771052,1.523819619,0.108000000,-0.883000000,2.351000000,1.303430607,0.471531572,1.516684004,1.340718155,0.745389401,1.469474949,1.376776433,1.008686458,1.424081657,1.254826883,0.122010523,1.530955282,1.310951490,0.085931498,1.258605853,1.224737271,0.110126771,1.004291302,1.220270239,0.376077457,1.042227236,
1763636825.622096300,1.182698741,0.408188938,1.661475173,1.269426119,0.423266044,0.636275169,1.383910842,0.460244686,0.290632739,1.209858763,0.196318208,1.048763719,1.293698620,0.197170904,0.645660941,1.364162048,0.198135014,0.286527374,1.220459853,0.415175713,1.706919379,1.187910262,0.361305447,1.697733683,1.336575870,0.413089577,1.711443196,1.244352115,0.260457271,1.685416835,0.108000000,-0.883000000,2.351000000,1.278997921,0.296664737,1.523911860,0.108000000,-0.883000000,2.351000000,1.303236895,0.471442451,1.516863549,1.340385752,0.745238751,1.469123350,1.376310588,1.008476754,1.423219249,1.254759150,0.121887002,1.530960238,1.310925705,0.085766989,1.258620280,1.224728694,0.109933348,1.004292638,1.220272019,0.376163521,1.042337729,
1763636825.624162197,1.182539582,0.408038531,1.661571176,1.269388816,0.423110015,0.636360810,1.383830003,0.459872819,0.290687053,1.209899884,0.196408906,1.048786777,1.293712769,0.197039992,0.645684847,1.364202104,0.197804069,0.286561984,1.220299545,0.415040606,1.707012646,1.187757360,0.361165019,1.697840015,1.336414992,0.412969214,1.711538139,1.244212233,0.260321843,1.685548790,0.108000000,-0.883000000,2.351000000,1.278865527,0.296557070,1.524005275,0.108000000,-0.883000000,2.351000000,1.303040718,0.471352196,1.517045378,1.340049120,0.745086184,1.468767277,1.375838815,1.008264382,1.422345867,1.254690555,0.121761910,1.530965258,1.310899592,0.085600386,1.258634891,1.224720009,0.109737465,1.004293991,1.220273822,0.376250681,1.042449628,
1763636825.626550198,1.182506630,0.408020897,1.661592856,1.269420269,0.423232123,0.636314785,1.383790720,0.459957357,0.290613401,1.210070989,0.196574586,1.048698777,1.293809211,0.197109876,0.645581085,1.364463310,0.197777072,0.286490867,1.220272155,0.415035549,1.707026342,1.187746476,0.361150513,1.697860724,1.336387998,0.413000643,1.711531913,1.244231997,0.260326523,1.685562441,0.108000000,-0.883000000,2.351000000,1.278870322,0.296601377,1.523969464,0.108000000,-0.883000000,2.351000000,1.302978190,0.471410828,1.517069141,1.339851135,0.745099843,1.468423437,1.375510516,1.008234890,1.421648491,1.254762655,0.121791905,1.530869871,1.310934403,0.085482726,1.258546663,1.224602719,0.109524322,1.004243972,1.220404214,0.376411715,1.042420215,
1763636825.628041506,1.182479473,0.408009357,1.661611123,1.269454867,0.423366959,0.636262732,1.383753352,0.460062807,0.290533897,1.210248017,0.196743668,1.048605704,1.293909405,0.197188952,0.645471492,1.364734600,0.197764022,0.286414917,1.220250867,0.415036457,1.707036385,1.187742108,0.361141785,1.697877503,1.336367150,0.413039027,1.711521048,1.244259080,0.260337627,1.685570663,0.108000000,-0.883000000,2.351000000,1.278881408,0.296652644,1.523927735,0.108000000,-0.883000000,2.351000000,1.302921805,0.471476274,1.517085650,1.339659553,0.745121122,1.468080236,1.375188870,1.008213792,1.420959345,1.254841190,0.121829005,1.530769900,1.310972000,0.085367337,1.258453740,1.224480475,0.109310436,1.004191609,1.220540473,0.376576101,1.042384328,
1763636825.630091667,1.182452324,0.407997820,1.661629386,1.269489458,0.423501764,0.636210690,1.383715993,0.460168233,0.290454412,1.210425004,0.196912711,1.048512653,1.294009576,0.197268010,0.645361923,1.365005826,0.197750975,0.286338984,1.220229584,0.415037366,1.707046426,1.187737741,0.361133059,1.697894277,1.336346307,0.413077402,1.711510186,1.244286155,0.260348729,1.685578884,0.108000000,-0.883000000,2.351000000,1.278892491,0.296703899,1.523886015,0.108000000,-0.883000000,2.351000000,1.302865434,0.471541706,1.517102155,1.339468016,0.745142396,1.467737114,1.374867300,1.008192699,1.420270359,1.254919707,0.121866096,1.530669952,1.311009589,0.085251974,1.258360838,1.224358259,0.109096600,1.004139258,1.220676702,0.376740448,1.042348449,
1763636825.632014990,1.182425183,0.407986286,1.661647642,1.269524036,0.423636522,0.636158667,1.383678646,0.460273622,0.290374955,1.210601929,0.197081695,1.048419634,1.294109712,0.197347040,0.645252393,1.365276959,0.197737932,0.286263078,1.220208308,0.415038274,1.707056464,1.187733376,0.361124336,1.697911046,1.336325471,0.413115764,1.711499327,1.244313222,0.260359826,1.685587101,0.108000000,-0.883000000,2.351000000,1.278903570,0.296755136,1.523844310,0.108000000,-0.883000000,2.351000000,1.302809082,0.471607114,1.517118654,1.339276545,0.745163663,1.467394112,1.374545840,1.008171613,1.419581611,1.254998197,0.121903175,1.530570039,1.311047164,0.085136652,1.258267968,1.224236086,0.108882838,1.004086926,1.220812883,0.376904738,1.042312582,
1763636825.634081364,1.182397992,0.407974732,1.661665932,1.269558679,0.423771529,0.636106547,1.383641231,0.460379207,0.290295350,1.210779183,0.197250992,1.048326442,1.294210033,0.197426217,0.645142660,1.365548594,0.197724865,0.286187031,1.220186992,0.415039183,1.707066520,1.187729002,0.361115597,1.697927845,1.336304596,0.413154197,1.711488448,1.244340338,0.260370945,1.685595334,0.108000000,-0.883000000,2.351000000,1.278914670,0.296806468,1.523802527,0.108000000,-0.883000000,2.351000000,1.302752625,0.471672644,1.517135184,1.339084719,0.745184969,1.467050474,1.374223786,1.008150488,1.418891588,1.255076833,0.121940322,1.530469941,1.311084809,0.085021115,1.258174926,1.224113686,0.108668680,1.004034496,1.220949316,0.377069333,1.042276650,
1763636825.636139631,1.182370839,0.407963193,1.661684196,1.269593273,0.423906350,0.636054500,1.383603867,0.460484645,0.290215856,1.210956190,0.197420054,1.048233380,1.294310216,0.197505284,0.645033079,1.365819852,0.197711816,0.286111090,1.220165707,0.415040092,1.707076563,1.187724635,0.361106870,1.697944622,1.336283751,0.413192577,1.711477584,1.244367417,0.260382048,1.685603555,0.108000000,-0.883000000,2.351000000,1.278925755,0.296857729,1.523760803,0.108000000,-0.883000000,2.351000000,1.302696247,0.471738083,1.517151691,1.338893160,0.745206246,1.466707313,1.373902178,1.008129393,1.418202521,1.255155359,0.121977418,1.530369982,1.311122402,0.084905739,1.258082013,1.223991456,0.108454819,1.003982139,1.221085560,0.377233700,1.042240767,
1763636825.638220310,1.182343787,0.407951697,1.661702393,1.269627740,0.424040671,0.636002645,1.383566641,0.460589692,0.290136656,1.211132542,0.197588490,1.048140662,1.294410027,0.197584058,0.644923904,1.366090105,0.197698816,0.286035430,1.220144500,0.415040997,1.707086568,1.187720284,0.361098176,1.697961336,1.336262982,0.413230814,1.711466761,1.244394396,0.260393110,1.685611746,0.108000000,-0.883000000,2.351000000,1.278936798,0.296908800,1.523719233,0.108000000,-0.883000000,2.351000000,1.302640078,0.471803279,1.517168137,1.338702310,0.745227444,1.466365423,1.373581761,1.008108376,1.417516008,1.255233595,0.122014377,1.530270393,1.311159856,0.084790791,1.257989444,1.223869679,0.108241750,1.003929976,1.221221300,0.377397457,1.042205017,
1763636825.640265226,1.182316637,0.407940159,1.661720656,1.269662330,0.424175476,0.635950604,1.383529282,0.460695118,0.290057171,1.211309529,0.197757533,1.048047611,1.294510198,0.197663116,0.644814336,1.366361332,0.197685768,0.285959498,1.220123217,0.415041905,1.707096609,1.187715917,0.361089450,1.697978110,1.336242139,0.413269189,1.711455899,1.244421472,0.260404211,1.685619967,0.108000000,-0.883000000,2.351000000,1.278947881,0.296960055,1.523677513,0.108000000,-0.883000000,2.351000000,1.302583706,0.471868711,1.517184642,1.338510773,0.745248718,1.466022301,1.373260190,1.008087283,1.416827022,1.255312112,0.122051468,1.530170445,1.311197444,0.084675428,1.257896542,1.223747463,0.108027914,1.003877625,1.221357528,0.377561805,1.042169138,
1763636825.642311096,1.182289455,0.407928608,1.661738939,1.269696961,0.424310437,0.635898503,1.383491879,0.460800666,0.289977593,1.211486720,0.197926771,1.047954451,1.294610485,0.197742266,0.644704641,1.366632872,0.197672706,0.285883477,1.220101909,0.415042815,1.707106662,1.187711545,0.361080714,1.697994904,1.336221272,0.413307609,1.711445024,1.244448579,0.260415326,1.685628197,0.108000000,-0.883000000,2.351000000,1.278958977,0.297011369,1.523635745,0.108000000,-0.883000000,2.351000000,1.302527269,0.471934218,1.517201166,1.338319013,0.745270016,1.465678782,1.372938247,1.008066165,1.416137237,1.255390720,0.122088603,1.530070381,1.311235076,0.084559932,1.257803532,1.223625105,0.107813830,1.003825213,1.221493914,0.377726343,1.042133218,
1763636825.644773960,1.182262280,0.407917060,1.661757219,1.269731583,0.424445366,0.635846413,1.383454485,0.460906190,0.289898035,1.211663871,0.198095970,1.047861313,1.294710748,0.197821397,0.644594971,1.366904350,0.197659646,0.285807475,1.220080606,0.415043724,1.707116712,1.187707174,0.361071980,1.698011694,1.336200410,0.413346019,1.711434151,1.244475680,0.260426438,1.685636425,0.108000000,-0.883000000,2.351000000,1.278970070,0.297062671,1.523593986,0.108000000,-0.883000000,2.351000000,1.302470845,0.471999710,1.517217687,1.338127299,0.745291310,1.465335343,1.372616379,1.008045053,1.415447613,1.255469310,0.122125729,1.529970341,1.311272700,0.084444463,1.257710544,1.223502776,0.107599796,1.003772814,1.221630269,0.377890842,1.042097306,
1763636825.646766186,1.182235115,0.407905516,1.661775492,1.269766194,0.424580249,0.635794342,1.383417104,0.461011677,0.289818503,1.211840961,0.198265111,1.047768208,1.294810977,0.197900501,0.644485340,1.367175734,0.197646592,0.285731498,1.220059310,0.415044633,1.707126759,1.187702804,0.361063249,1.698028478,1.336179554,0.413384417,1.711423282,1.244502772,0.260437546,1.685644650,0.108000000,-0.883000000,2.351000000,1.278981160,0.297113956,1.523552242,0.108000000,-0.883000000,2.351000000,1.302414441,0.472065179,1.517234201,1.337935650,0.745312597,1.464992023,1.372294622,1.008023947,1.414758227,1.255547873,0.122162842,1.529870335,1.311310310,0.084329034,1.257617588,1.223380490,0.107385836,1.003720433,1.221766576,0.378055285,1.042061406,
1763636825.648798704,1.182207961,0.407893977,1.661793756,1.269800788,0.424715070,0.635742294,1.383379740,0.461117115,0.289739009,1.212017968,0.198434173,1.047675146,1.294911159,0.197979568,0.644375759,1.367446992,0.197633543,0.285655557,1.220038025,0.415045541,1.707136802,1.187698437,0.361054522,1.698045254,1.336158709,0.413422796,1.711412419,1.244529850,0.260448649,1.685652871,0.108000000,-0.883000000,2.351000000,1.278992244,0.297165217,1.523510518,0.108000000,-0.883000000,2.351000000,1.302358063,0.472130618,1.517250708,1.337744091,0.745333873,1.464648862,1.371973014,1.008002852,1.414069161,1.255626399,0.122199938,1.529770376,1.311347903,0.084213658,1.257524675,1.223258260,0.107171975,1.003668076,1.221902820,0.378219652,1.042025523,
1763636825.651032209,1.182180802,0.407882436,1.661812025,1.269835391,0.424849921,0.635690235,1.383342368,0.461222578,0.289659496,1.212195017,0.198603274,1.047582062,1.295011365,0.198058653,0.644266152,1.367718313,0.197620491,0.285579598,1.220016734,0.415046450,1.707146846,1.187694068,0.361045793,1.698062035,1.336137858,0.413461185,1.711401552,1.244556936,0.260459754,1.685661094,0.108000000,-0.883000000,2.351000000,1.279003331,0.297216490,1.523468784,0.108000000,-0.883000000,2.351000000,1.302301672,0.472196072,1.517267219,1.337552487,0.745355155,1.464305621,1.371651331,1.007981752,1.413379935,1.255704944,0.122237042,1.529670394,1.311385505,0.084098255,1.257431741,1.223136001,0.106958064,1.003615707,1.222039096,0.378384056,1.041989632,
1763636825.652855158,1.182153649,0.407870897,1.661830290,1.269869985,0.424984742,0.635638187,1.383305004,0.461328016,0.289580002,1.212372024,0.198772337,1.047489000,1.295111547,0.198137720,0.644156571,1.367989571,0.197607442,0.285503657,1.219995448,0.415047358,1.707156889,1.187689701,0.361037066,1.698078811,1.336117013,0.413499564,1.711390689,1.244584015,0.260470857,1.685669316,0.108000000,-0.883000000,2.351000000,1.279014416,0.297267751,1.523427059,0.108000000,-0.883000000,2.351000000,1.302245293,0.472261511,1.517283726,1.337360927,0.745376431,1.463962460,1.371329723,1.007960656,1.412690869,1.255783470,0.122274138,1.529570434,1.311423097,0.083982879,1.257338828,1.223013771,0.106744203,1.003563350,1.222175340,0.378548423,1.041953749,
1763636825.654867172,1.182126125,0.407859201,1.661848804,1.269905052,0.425121404,0.635585429,1.383267130,0.461434894,0.289499421,1.212551450,0.198943709,1.047394666,1.295213099,0.198217867,0.644045493,1.368264535,0.197594215,0.285426678,1.219973872,0.415048279,1.707167068,1.187685274,0.361028220,1.698095816,1.336095883,0.413538468,1.711379677,1.244611464,0.260482112,1.685677649,0.108000000,-0.883000000,2.351000000,1.279025652,0.297319712,1.523384764,0.108000000,-0.883000000,2.351000000,1.302188145,0.472327844,1.517300458,1.337166751,0.745397999,1.463614610,1.371003721,1.007939272,1.411992388,1.255863069,0.122311740,1.529469109,1.311461204,0.083865927,1.257244646,1.222889871,0.106527420,1.003510277,1.222313445,0.378715035,1.041917376,
