time,human_keypoint_0_x,human_keypoint_0_y,human_keypoint_0_z,human_keypoint_1_x,human_keypoint_1_y,human_keypoint_1_z,human_keypoint_2_x,human_keypoint_2_y,human_keypoint_2_z,human_keypoint_3_x,human_keypoint_3_y,human_keypoint_3_z,human_keypoint_4_x,human_keypoint_4_y,human_keypoint_4_z,human_keypoint_5_x,human_keypoint_5_y,human_keypoint_5_z,human_keypoint_6_x,human_keypoint_6_y,human_keypoint_6_z,human_keypoint_7_x,human_keypoint_7_y,human_keypoint_7_z,human_keypoint_8_x,human_keypoint_8_y,human_keypoint_8_z,human_keypoint_9_x,human_keypoint_9_y,human_keypoint_9_z,human_keypoint_10_x,human_keypoint_10_y,human_keypoint_10_z,human_keypoint_11_x,human_keypoint_11_y,human_keypoint_11_z,human_keypoint_12_x,human_keypoint_12_y,human_keypoint_12_z,human_keypoint_13_x,human_keypoint_13_y,human_keypoint_13_z,human_keypoint_14_x,human_keypoint_14_y,human_keypoint_14_z,human_keypoint_15_x,human_keypoint_15_y,human_keypoint_15_z,human_keypoint_16_x,human_keypoint_16_y,human_keypoint_16_z,human_keypoint_17_x,human_keypoint_17_y,human_keypoint_17_z,human_keypoint_18_x,human_keypoint_18_y,human_keypoint_18_z,human_keypoint_19_x,human_keypoint_19_y,human_keypoint_19_z,
1763636823.721343756,1.193743553,-0.211625151,1.663750252,0.970657959,-0.375285994,0.706308071,0.960361411,-0.435211685,0.315695683,0.824908766,-0.384381966,1.184019130,0.858229126,-0.261207524,0.757303318,0.851300618,-0.402998336,0.388216296,1.177419019,-0.252044888,1.703566454,1.159604448,-0.192497187,1.707959108,1.103835179,-0.332794658,1.689614962,1.053360585,-0.164076351,1.702061276,0.108000000,-0.883000000,2.351000000,0.993976615,-0.324783549,1.585750848,0.108000000,-0.883000000,2.351000000,1.130176813,-0.330908490,1.555829518,1.162986933,-0.448524614,1.365086369,1.168504926,-0.465678434,1.148066472,0.857776330,-0.318658712,1.615672212,0.748304962,-0.391343465,1.431215974,0.646314216,-0.381905671,1.239039518,0.973280304,-0.399784974,1.150971087,
1763636823.723304987,1.194305444,-0.210636460,1.664080904,0.973133319,-0.373787565,0.705673723,0.963990353,-0.429614342,0.314101267,0.825685164,-0.382737063,1.183249818,0.859336582,-0.258648014,0.756817312,0.852278131,-0.396916448,0.386130922,1.177892846,-0.251094862,1.703842354,1.160111018,-0.191528551,1.708273060,1.104288465,-0.331781036,1.689650951,1.053906655,-0.163010005,1.702205062,0.108000000,-0.883000000,2.351000000,0.994621583,-0.323692978,1.585537313,0.108000000,-0.883000000,2.351000000,1.130883368,-0.330158958,1.555762298,1.163595804,-0.447754075,1.365113997,1.169316881,-0.464851020,1.148194935,0.858359704,-0.317227103,1.615312369,0.748770015,-0.389649460,1.430949326,0.646839578,-0.380360196,1.238847454,0.974227670,-0.398644288,1.150352725,
1763636823.724971056,1.194863507,-0.209591771,1.664346973,0.975504198,-0.372381065,0.705085046,0.967548634,-0.424132195,0.312761978,0.826495772,-0.381096478,1.182497186,0.860381922,-0.256056489,0.756385200,0.853178447,-0.390965616,0.384307705,1.178367535,-0.250083346,1.704060604,1.160612480,-0.190499088,1.708519240,1.104752881,-0.330715034,1.689643934,1.054446935,-0.161893154,1.702277162,0.108000000,-0.883000000,2.351000000,0.995280443,-0.322573326,1.585283097,0.108000000,-0.883000000,2.351000000,1.131598759,-0.329374228,1.555654759,1.164220851,-0.446961953,1.365103732,1.170144691,-0.464019388,1.148281631,0.858962031,-0.315772529,1.614911479,0.749290889,-0.387931287,1.430613132,0.647444185,-0.378780509,1.238567619,0.975205456,-0.397499705,1.149747791,
1763636823.727120161,1.195416969,-0.208359908,1.664416317,0.977582069,-0.371241215,0.704630279,0.970934187,-0.418935784,0.312196074,0.827422968,-0.379447931,1.181786460,0.861248325,-0.253332007,0.756114522,0.853851197,-0.385343588,0.383273369,1.178851073,-0.248868070,1.704102994,1.161104635,-0.189267683,1.708558552,1.105257841,-0.329472804,1.689503522,1.054976301,-0.160605222,1.702127991,0.108000000,-0.883000000,2.351000000,0.995990938,-0.321348964,1.584899471,0.108000000,-0.883000000,2.351000000,1.132350845,-0.328470186,1.555420845,1.164904172,-0.446092625,1.364975878,1.171032415,-0.463163866,1.148239985,0.859630947,-0.314227840,1.614378142,0.749991567,-0.386115847,1.430056992,0.648302292,-0.377074221,1.238012084,0.976290262,-0.396328151,1.149176605,
1763636823.729494333,1.195971391,-0.207125909,1.664485782,0.979663544,-0.370099389,0.704174723,0.974325613,-0.413730360,0.311629188,0.828351771,-0.377796525,1.181074502,0.862116230,-0.250602801,0.755843375,0.854525113,-0.379711810,0.382237238,1.179335450,-0.247650685,1.704145457,1.161597643,-0.188034143,1.708597932,1.105763676,-0.328228419,1.689362867,1.055506586,-0.159315056,1.701978562,0.108000000,-0.883000000,2.351000000,0.996702665,-0.320122478,1.584515180,0.108000000,-0.883000000,2.351000000,1.133104236,-0.327564576,1.555186525,1.165588679,-0.445221788,1.364847802,1.171921678,-0.462306859,1.148198267,0.860301023,-0.312680472,1.613843880,0.750693461,-0.384297258,1.429499887,0.649161888,-0.375364973,1.237455586,0.977376949,-0.395154566,1.148604429,
1763636823.731352329,1.196527028,-0.205889204,1.664555399,0.981749584,-0.368955058,0.703718167,0.977724476,-0.408513520,0.311061058,0.829282611,-0.376141497,1.180360982,0.862986039,-0.247867610,0.755571634,0.855200506,-0.374067681,0.381198836,1.179820889,-0.246430631,1.704188013,1.162091733,-0.186797897,1.708637399,1.106270620,-0.326981305,1.689221904,1.056038033,-0.158022061,1.701828805,0.108000000,-0.883000000,2.351000000,0.997415953,-0.318893303,1.584130046,0.108000000,-0.883000000,2.351000000,1.133859279,-0.326656980,1.554951691,1.166274686,-0.444349042,1.364719446,1.172812891,-0.461447974,1.148156458,0.860972569,-0.311129710,1.613308447,0.751396893,-0.382474681,1.428941560,0.650023369,-0.373651977,1.236897867,0.978466019,-0.393978407,1.148030998,
1763636823.733267546,1.197082218,-0.204653496,1.664624960,0.983833941,-0.367811651,0.703261980,0.981120598,-0.403300887,0.310493387,0.830212701,-0.374487804,1.179648038,0.863855147,-0.245134623,0.755300111,0.855875356,-0.368428102,0.380161271,1.180305937,-0.245211561,1.704230535,1.162585424,-0.185562648,1.708676833,1.106777156,-0.325735197,1.689081053,1.056569052,-0.156730109,1.701679169,0.108000000,-0.883000000,2.351000000,0.998128665,-0.317665119,1.583745222,0.108000000,-0.883000000,2.351000000,1.134613714,-0.325750116,1.554717047,1.166960141,-0.443476999,1.364591193,1.173703386,-0.460589780,1.148114682,0.861643573,-0.309580199,1.612773445,0.752099759,-0.380653574,1.428383684,0.650884155,-0.371940362,1.236340598,0.979554211,-0.392803196,1.147458030,
1763636823.735793352,1.197636703,-0.203419354,1.664694432,0.985915657,-0.366669692,0.702806371,0.984512415,-0.398094862,0.309926436,0.831141611,-0.372836207,1.178935997,0.864723152,-0.242405102,0.755028933,0.856549350,-0.362795673,0.379125021,1.180790369,-0.243994036,1.704273003,1.163078489,-0.184328965,1.708716218,1.107283050,-0.324490669,1.688940382,1.057099398,-0.155439794,1.701529723,0.108000000,-0.883000000,2.351000000,0.998840475,-0.316438492,1.583360887,0.108000000,-0.883000000,2.351000000,1.135367192,-0.324844401,1.554482700,1.167644726,-0.442606062,1.364463102,1.174592752,-0.459732675,1.148072960,0.862313726,-0.308032652,1.612239121,0.752801733,-0.378834775,1.427826515,0.651743850,-0.370230917,1.235784035,0.980641023,-0.391629474,1.146885787,
1763636823.737699509,1.198191957,-0.202183504,1.664764001,0.988000255,-0.365526153,0.702350131,0.987908929,-0.392881628,0.309358699,0.832071808,-0.371182323,1.178222971,0.865592360,-0.239671800,0.754757380,0.857224277,-0.357155444,0.378087336,1.181275473,-0.242774825,1.704315530,1.163572237,-0.183093574,1.708755657,1.107789644,-0.323244417,1.688799516,1.057630478,-0.154147692,1.701380070,0.108000000,-0.883000000,2.351000000,0.999553270,-0.315210166,1.582976019,0.108000000,-0.883000000,2.351000000,1.136121713,-0.323937432,1.554248028,1.168330260,-0.441733919,1.364334835,1.175483349,-0.458874383,1.148031179,0.862984808,-0.306482962,1.611704058,0.753504679,-0.377013458,1.427268574,0.652604735,-0.368519104,1.235226702,0.981729341,-0.390454128,1.146312753,
1763636823.739879370,1.198751434,-0.200938253,1.664834099,0.990100709,-0.364373915,0.701890421,0.991331278,-0.387628740,0.308786644,0.833009080,-0.369515860,1.177504521,0.866468179,-0.236917709,0.754483760,0.857904338,-0.351472314,0.377041758,1.181764266,-0.241546341,1.704358380,1.164069741,-0.181848786,1.708795396,1.108300092,-0.321988686,1.688657578,1.058165598,-0.152845762,1.701229278,0.108000000,-0.883000000,2.351000000,1.000271486,-0.313972497,1.582588223,0.108000000,-0.883000000,2.351000000,1.136881974,-0.323023565,1.554011572,1.169021007,-0.440855142,1.364205591,1.176380721,-0.458009562,1.147989081,0.863660994,-0.304921485,1.611164924,0.754212973,-0.375178287,1.426706389,0.653472169,-0.366794271,1.234665129,0.982825936,-0.389269841,1.145735359,
