time,h_min,d_min,trajectory_error,pos_ee_x,pos_ee_y,pos_ee_z,vel_ee_x,vel_ee_y,vel_ee_z,v_rel_min,scaling
1763636830.908189297,0.773175345,1.023175345,0.003806238,0.338889227,-0.483846438,1.437624729,-0.031661870,0.100800556,-0.074342969,-0.180692720,1.000000000,
1763636830.910152435,0.773372395,1.023372395,0.003804784,0.338825859,-0.483644848,1.437476085,-0.031705888,0.100789978,-0.074301159,-0.180431041,1.000000000,
1763636830.912218094,0.773569369,1.023569369,0.003803330,0.338762403,-0.483443279,1.437327524,-0.031749890,0.100779375,-0.074259343,-0.180170030,1.000000000,
1763636830.914285660,0.773766268,1.023766268,0.003801877,0.338698860,-0.483241730,1.437179047,-0.031793877,0.100768748,-0.074217521,-0.179909573,1.000000000,
1763636830.916824341,0.773963091,1.023963091,0.003800425,0.338635228,-0.483040204,1.437030654,-0.031837847,0.100758097,-0.074175692,-0.179645295,1.000000000,
1763636830.918698549,0.774159839,1.024159839,0.003798973,0.338571508,-0.482838698,1.436882344,-0.031881801,0.100747422,-0.074133857,-0.179380036,1.000000000,
1763636830.920957088,0.774356511,1.024356511,0.003797522,0.338507701,-0.482637214,1.436734119,-0.031925739,0.100736722,-0.074092016,-0.179121643,1.000000000,
1763636830.922997952,0.774553108,1.024553108,0.003796071,0.338443805,-0.482435751,1.436585976,-0.031969660,0.100725998,-0.074050169,-0.178863784,1.000000000,
1763636830.925130844,0.774749629,1.024749629,0.003794621,0.338379822,-0.482234310,1.436437918,-0.032013566,0.100715249,-0.074008315,-0.178592433,1.000000000,
1763636830.927076101,0.774946075,1.024946075,0.003793172,0.338315751,-0.482032890,1.436289943,-0.032057455,0.100704476,-0.073966455,-0.178307692,1.000000000,
1763636830.929097652,0.775142445,1.025142445,0.003791723,0.338251592,-0.481831492,1.436142052,-0.032101329,0.100693679,-0.073924589,-0.178023164,1.000000000,
1763636830.931234360,0.775338739,1.025338739,0.003790275,0.338187346,-0.481630116,1.435994245,-0.032145186,0.100682858,-0.073882716,-0.177737330,1.000000000,
1763636830.933132172,0.775534958,1.025534958,0.003788827,0.338123012,-0.481428761,1.435846521,-0.032189026,0.100672013,-0.073840837,-0.177453891,1.000000000,
1763636830.935137987,0.775731101,1.025731101,0.003787380,0.338058590,-0.481227427,1.435698881,-0.032232851,0.100661143,-0.073798952,-0.177171007,1.000000000,
1763636830.937120676,0.775927169,1.025927169,0.003785933,0.337994080,-0.481026116,1.435551325,-0.032276659,0.100650249,-0.073757061,-0.176893327,1.000000000,
1763636830.939219236,0.776123161,1.026123161,0.003784487,0.337929483,-0.480824827,1.435403853,-0.032320451,0.100639331,-0.073715163,-0.176611210,1.000000000,
1763636830.941223621,0.776319077,1.026319077,0.003783042,0.337864798,-0.480623559,1.435256465,-0.032364227,0.100628388,-0.073673259,-0.176329573,1.000000000,
1763636830.943303823,0.776514918,1.026514918,0.003781597,0.337800026,-0.480422313,1.435109160,-0.032407987,0.100617422,-0.073631349,-0.176048493,1.000000000,
1763636830.945340872,0.776710683,1.026710683,0.003780153,0.337735167,-0.480221089,1.434961939,-0.032451730,0.100606431,-0.073589433,-0.175767791,1.000000000,
1763636830.947425604,0.776906372,1.026906372,0.003778709,0.337670219,-0.480019887,1.434814802,-0.032495457,0.100595416,-0.073547510,-0.175487517,1.000000000,
1763636830.949733257,0.777101986,1.027101986,0.003777266,0.337605185,-0.479818707,1.434667749,-0.032539167,0.100584377,-0.073505582,-0.175207312,1.000000000,
1763636830.951756477,0.777297524,1.027297524,0.003775823,0.337540063,-0.479617550,1.434520780,-0.032582861,0.100573313,-0.073463647,-0.174921860,1.000000000,
1763636830.953954935,0.777492986,1.027492986,0.003774381,0.337474853,-0.479416414,1.434373895,-0.032626539,0.100562226,-0.073421706,-0.174640957,1.000000000,
1763636830.956090689,0.777688372,1.027688372,0.003772940,0.337409557,-0.479215301,1.434227093,-0.032670201,0.100551114,-0.073379759,-0.174362448,1.000000000,
1763636830.958146811,0.777883683,1.027883683,0.003771499,0.337344172,-0.479014210,1.434080376,-0.032713846,0.100539978,-0.073337805,-0.174068705,1.000000000,
1763636830.960100174,0.778078918,1.028078918,0.003770059,0.337278701,-0.478813141,1.433933742,-0.032757475,0.100528818,-0.073295846,-0.173648091,1.000000000,
1763636830.962372303,0.778274077,1.028274077,0.003768619,0.337213143,-0.478612095,1.433787192,-0.032801087,0.100517634,-0.073253880,-0.173224900,1.000000000,
1763636830.964182377,0.778469160,1.028469160,0.003767180,0.337147497,-0.478411070,1.433640727,-0.032844683,0.100506426,-0.073211908,-0.172804404,1.000000000,
1763636830.966282129,0.778664168,1.028664168,0.003765742,0.337081764,-0.478210069,1.433494345,-0.032888263,0.100495194,-0.073169930,-0.172384367,1.000000000,
1763636830.968154192,0.778859100,1.028859100,0.003764304,0.337015944,-0.478009090,1.433348047,-0.032931826,0.100483938,-0.073127946,-0.171972540,1.000000000,
1763636830.970277548,0.779053956,1.029053956,0.003762866,0.336950037,-0.477808133,1.433201833,-0.032975373,0.100472657,-0.073085955,-0.171552284,1.000000000,
1763636830.972307682,0.779248736,1.029248736,0.003761430,0.336884042,-0.477607199,1.433055703,-0.033018903,0.100461353,-0.073043959,-0.171132445,1.000000000,
1763636830.974311829,0.779443440,1.029443440,0.003759993,0.336817961,-0.477406288,1.432909657,-0.033062417,0.100450024,-0.073001956,-0.170712941,1.000000000,
1763636830.976406574,0.779638069,1.029638069,0.003758558,0.336751793,-0.477205399,1.432763695,-0.033105914,0.100438672,-0.072959947,-0.170293519,1.000000000,
1763636830.978419542,0.779832621,1.029832621,0.003757123,0.336685537,-0.477004533,1.432617817,-0.033149395,0.100427295,-0.072917933,-0.169874138,1.000000000,
1763636830.981136560,0.780027098,1.030027098,0.003755688,0.336619195,-0.476803690,1.432472023,-0.033192859,0.100415894,-0.072875912,-0.169454335,1.000000000,
1763636830.983002901,0.780221499,1.030221499,0.003754254,0.336552766,-0.476602869,1.432326314,-0.033236306,0.100404470,-0.072833885,-0.169029193,1.000000000,
1763636830.984951735,0.780415824,1.030415824,0.003752821,0.336486250,-0.476402072,1.432180688,-0.033279738,0.100393021,-0.072791852,-0.168600359,1.000000000,
1763636830.987058640,0.780610073,1.030610073,0.003751388,0.336419647,-0.476201297,1.432035146,-0.033323152,0.100381548,-0.072749812,-0.168181316,1.000000000,
1763636830.989159346,0.780804246,1.030804246,0.003749956,0.336352957,-0.476000546,1.431889689,-0.033366550,0.100370051,-0.072707767,-0.167753205,1.000000000,
1763636830.991175890,0.780998343,1.030998343,0.003748524,0.336286181,-0.475799817,1.431744315,-0.033409932,0.100358531,-0.072665716,-0.167323021,1.000000000,
1763636830.993235111,0.781192364,1.031192364,0.003747093,0.336219318,-0.475599112,1.431599026,-0.033453297,0.100346986,-0.072623659,-0.166675806,1.000000000,
1763636830.995284557,0.781386309,1.031386309,0.003745663,0.336152368,-0.475398429,1.431453821,-0.033496645,0.100335417,-0.072581595,-0.166029070,1.000000000,
1763636830.997193098,0.781580179,1.031580179,0.003744233,0.336085331,-0.475197770,1.431308699,-0.033539977,0.100323825,-0.072539526,-0.165381722,1.000000000,
1763636830.999212027,0.781773972,1.031773972,0.003742804,0.336018208,-0.474997134,1.431163662,-0.033583292,0.100312208,-0.072497450,-0.164746338,1.000000000,
1763636831.001232147,0.781967689,1.031967689,0.003741375,0.335950998,-0.474796521,1.431018710,-0.033626590,0.100300568,-0.072455369,-0.164098520,1.000000000,
1763636831.003223896,0.782161331,1.032161331,0.003739947,0.335883701,-0.474595932,1.430873841,-0.033669872,0.100288904,-0.072413281,-0.163450707,1.000000000,
1763636831.005422354,0.782354896,1.032354896,0.003738519,0.335816318,-0.474395366,1.430729057,-0.033713137,0.100277215,-0.072371188,-0.162801802,1.000000000,
1763636831.007374048,0.782548385,1.032548385,0.003737092,0.335748849,-0.474194823,1.430584356,-0.033756385,0.100265503,-0.072329088,-0.162153724,1.000000000,
1763636831.009420633,0.782741799,1.032741799,0.003735666,0.335681293,-0.473994304,1.430439740,-0.033799617,0.100253767,-0.072286983,-0.161504829,1.000000000,
1763636831.011445045,0.782935136,1.032935136,0.003734240,0.335613650,-0.473793808,1.430295208,-0.033842832,0.100242007,-0.072244871,-0.160855734,1.000000000,
1763636831.014080763,0.783128397,1.033128397,0.003732814,0.335545921,-0.473593336,1.430150761,-0.033886030,0.100230223,-0.072202754,-0.160177942,1.000000000,
1763636831.016033888,0.783321582,1.033321582,0.003731390,0.335478106,-0.473392887,1.430006397,-0.033929212,0.100218416,-0.072160630,-0.159513159,1.000000000,
1763636831.018222809,0.783514691,1.033514691,0.003729965,0.335410205,-0.473192462,1.429862118,-0.033972377,0.100206584,-0.072118501,-0.158862631,1.000000000,
1763636831.020074606,0.783707724,1.033707724,0.003728542,0.335342217,-0.472992061,1.429717923,-0.034015525,0.100194729,-0.072076365,-0.158211287,1.000000000,
1763636831.022245169,0.783900681,1.033900681,0.003727119,0.335274143,-0.472791683,1.429573813,-0.034058656,0.100182849,-0.072034224,-0.157560157,1.000000000,
1763636831.024289131,0.784093561,1.034093561,0.003725696,0.335205982,-0.472591329,1.429429786,-0.034101771,0.100170946,-0.071992076,-0.156908691,1.000000000,
1763636831.026303291,0.784286366,1.034286366,0.003724274,0.335137735,-0.472390999,1.429285844,-0.034144868,0.100159019,-0.071949923,-0.156112384,1.000000000,
1763636831.028154612,0.784479094,1.034479094,0.003722853,0.335069403,-0.472190693,1.429141987,-0.034187949,0.100147069,-0.071907764,-0.155280020,1.000000000,
1763636831.030292988,0.784671747,1.034671747,0.003721432,0.335000984,-0.471990411,1.428998213,-0.034231013,0.100135094,-0.071865599,-0.154449224,1.000000000,
1763636831.032311440,0.784864323,1.034864323,0.003720012,0.334932479,-0.471790153,1.428854524,-0.034274061,0.100123096,-0.071823428,-0.153617496,1.000000000,
1763636831.034285069,0.785056823,1.035056823,0.003718592,0.334863887,-0.471589919,1.428710920,-0.034317091,0.100111074,-0.071781251,-0.152785730,1.000000000,
1763636831.036328077,0.785249246,1.035249246,0.003717173,0.334795210,-0.471389709,1.428567399,-0.034360105,0.100099028,-0.071739068,-0.151953658,1.000000000,
1763636831.038426638,0.785441594,1.035441594,0.003715755,0.334726447,-0.471189523,1.428423963,-0.034403101,0.100086958,-0.071696879,-0.151120924,1.000000000,
1763636831.040464401,0.785633865,1.035633865,0.003714337,0.334657598,-0.470989361,1.428280612,-0.034446081,0.100074865,-0.071654684,-0.150287975,1.000000000,
1763636831.042533398,0.785826060,1.035826060,0.003712919,0.334588663,-0.470789223,1.428137345,-0.034489044,0.100062748,-0.071612484,-0.149454185,1.000000000,
1763636831.044785976,0.786018179,1.036018179,0.003711503,0.334519642,-0.470589110,1.427994162,-0.034531990,0.100050607,-0.071570277,-0.148620091,1.000000000,
1763636831.046891689,0.786210222,1.036210222,0.003710086,0.334450535,-0.470389021,1.427851064,-0.034574919,0.100038443,-0.071528065,-0.147782201,1.000000000,
1763636831.048877716,0.786402188,1.036402188,0.003708671,0.334381342,-0.470188956,1.427708050,-0.034617831,0.100026255,-0.071485847,-0.146947320,1.000000000,
1763636831.051055908,0.786594078,1.036594078,0.003707256,0.334312063,-0.469988916,1.427565120,-0.034660727,0.100014043,-0.071443623,-0.146094573,1.000000000,
1763636831.053149462,0.786785892,1.036785892,0.003705841,0.334242699,-0.469788900,1.427422275,-0.034703605,0.100001807,-0.071401393,-0.145253433,1.000000000,
1763636831.055273771,0.786977630,1.036977630,0.003704427,0.334173249,-0.469588909,1.427279515,-0.034746466,0.099989548,-0.071359157,-0.144416652,1.000000000,
1763636831.057420015,0.787169291,1.037169291,0.003703014,0.334103713,-0.469388942,1.427136839,-0.034789310,0.099977265,-0.071316915,-0.143577954,1.000000000,
1763636831.059204817,0.787360876,1.037360876,0.003701601,0.334034092,-0.469188999,1.426994247,-0.034832138,0.099964958,-0.071274668,-0.142610382,1.000000000,
1763636831.061192036,0.787552384,1.037552384,0.003700189,0.333964385,-0.468989082,1.426851740,-0.034874948,0.099952628,-0.071232415,-0.141591986,1.000000000,
1763636831.063351154,0.787743817,1.037743817,0.003698777,0.333894592,-0.468789189,1.426709317,-0.034917741,0.099940274,-0.071190156,-0.140559948,1.000000000,
1763636831.065346479,0.787935172,1.037935172,0.003697366,0.333824714,-0.468589321,1.426566979,-0.034960518,0.099927897,-0.071147891,-0.139527039,1.000000000,
1763636831.067371368,0.788126452,1.038126452,0.003695955,0.333754750,-0.468389477,1.426424726,-0.035003277,0.099915496,-0.071105620,-0.138493709,1.000000000,
1763636831.069403172,0.788317655,1.038317655,0.003694545,0.333684701,-0.468189659,1.426282557,-0.035046019,0.099903071,-0.071063344,-0.137461304,1.000000000,
1763636831.071459532,0.788508782,1.038508782,0.003693136,0.333614566,-0.467989865,1.426140472,-0.035088744,0.099890623,-0.071021061,-0.136426459,1.000000000,
1763636831.073457479,0.788699832,1.038699832,0.003691727,0.333544346,-0.467790096,1.425998473,-0.035131452,0.099878151,-0.070978773,-0.135393438,1.000000000,
1763636831.075535297,0.788890806,1.038890806,0.003690319,0.333474040,-0.467590353,1.425856557,-0.035174143,0.099865655,-0.070936480,-0.134359324,1.000000000,
1763636831.077983141,0.789081704,1.039081704,0.003688911,0.333403649,-0.467390634,1.425714727,-0.035216817,0.099853136,-0.070894180,-0.133823954,1.000000000,
1763636831.080388069,0.789272525,1.039272525,0.003687504,0.333333173,-0.467190940,1.425572981,-0.035259474,0.099840593,-0.070851875,-0.134463769,1.000000000,
1763636831.081967831,0.789463270,1.039463270,0.003686097,0.333262611,-0.466991271,1.425431319,-0.035302113,0.099828027,-0.070809564,-0.135102036,1.000000000,
1763636831.084230900,0.789653938,1.039653938,0.003684691,0.333191964,-0.466791628,1.425289742,-0.035344735,0.099815438,-0.070767247,-0.135740723,1.000000000,
1763636831.086142540,0.789844530,1.039844530,0.003683285,0.333121232,-0.466592010,1.425148250,-0.035387341,0.099802824,-0.070724924,-0.136388355,1.000000000,
1763636831.088294744,0.790035045,1.040035045,0.003681881,0.333050415,-0.466392417,1.425006843,-0.035429929,0.099790188,-0.070682596,-0.137045667,1.000000000,
1763636831.090462208,0.790225484,1.040225484,0.003680476,0.332979513,-0.466192849,1.424865520,-0.035472500,0.099777527,-0.070640262,-0.137682414,1.000000000,
1763636831.092237473,0.790415846,1.040415846,0.003679072,0.332908525,-0.465993307,1.424724282,-0.035515053,0.099764844,-0.070597922,-0.138141285,1.000000000,
1763636831.094289064,0.790606132,1.040606132,0.003677669,0.332837452,-0.465793790,1.424583128,-0.035557590,0.099752136,-0.070555577,-0.138496874,1.000000000,
1763636831.096352100,0.790796342,1.040796342,0.003676266,0.332766295,-0.465594298,1.424442059,-0.035600109,0.099739406,-0.070513226,-0.138852290,1.000000000,
1763636831.098373175,0.790986474,1.040986474,0.003674864,0.332695052,-0.465394832,1.424301075,-0.035642611,0.099726652,-0.070470869,-0.139207383,1.000000000,
1763636831.100422621,0.791176531,1.041176531,0.003673463,0.332623724,-0.465195391,1.424160176,-0.035685096,0.099713874,-0.070428506,-0.139562303,1.000000000,
1763636831.102457762,0.791366510,1.041366510,0.003672062,0.332552312,-0.464995976,1.424019361,-0.035727564,0.099701073,-0.070386138,-0.139917494,1.000000000,
1763636831.104581833,0.791556414,1.041556414,0.003670661,0.332480814,-0.464796587,1.423878631,-0.035770014,0.099688248,-0.070343764,-0.140272016,1.000000000,
1763636831.106578350,0.791746240,1.041746240,0.003669261,0.332409232,-0.464597224,1.423737986,-0.035812447,0.099675400,-0.070301385,-0.140626020,1.000000000,
1763636831.108872175,0.791935990,1.041935990,0.003667862,0.332337564,-0.464397886,1.423597426,-0.035854863,0.099662529,-0.070258999,-0.140999377,1.000000000,
1763636831.110939741,0.792125664,1.042125664,0.003666463,0.332265812,-0.464198573,1.423456950,-0.035897261,0.099649634,-0.070216609,-0.141359731,1.000000000,
1763636831.113109350,0.792315260,1.042315260,0.003665065,0.332193975,-0.463999287,1.423316559,-0.035939642,0.099636716,-0.070174212,-0.141712712,1.000000000,
1763636831.115211725,0.792504781,1.042504781,0.003663667,0.332122054,-0.463800027,1.423176253,-0.035982006,0.099623775,-0.070131810,-0.142065323,1.000000000,
1763636831.117259741,0.792694224,1.042694224,0.003662270,0.332050047,-0.463600792,1.423036032,-0.036024352,0.099610810,-0.070089402,-0.142418005,1.000000000,
1763636831.119299173,0.792883591,1.042883591,0.003660874,0.331977956,-0.463401583,1.422895896,-0.036066681,0.099597821,-0.070046989,-0.142770268,1.000000000,
1763636831.121403456,0.793072881,1.043072881,0.003659478,0.331905781,-0.463202401,1.422755844,-0.036108993,0.099584810,-0.070004570,-0.143122208,1.000000000,
1763636831.123191833,0.793262095,1.043262095,0.003658083,0.331833520,-0.463003244,1.422615877,-0.036151287,0.099571775,-0.069962145,-0.143468117,1.000000000,
1763636831.125284910,0.793451232,1.043451232,0.003656688,0.331761175,-0.462804114,1.422475996,-0.036193564,0.099558716,-0.069919715,-0.143744819,1.000000000,
1763636831.127498150,0.793640292,1.043640292,0.003655293,0.331688746,-0.462605009,1.422336199,-0.036235823,0.099545635,-0.069877279,-0.143917252,1.000000000,
1763636831.129333258,0.793829276,1.043829276,0.003653900,0.331616232,-0.462405931,1.422196486,-0.036278066,0.099532530,-0.069834838,-0.144089154,1.000000000,
1763636831.131415129,0.794018183,1.044018183,0.003652507,0.331543634,-0.462206879,1.422056859,-0.036320290,0.099519402,-0.069792391,-0.144260781,1.000000000,
1763636831.133480310,0.794207013,1.044207013,0.003651114,0.331470951,-0.462007853,1.421917317,-0.036362497,0.099506250,-0.069749938,-0.144432020,1.000000000,
1763636831.135589600,0.794395766,1.044395766,0.003649722,0.331398184,-0.461808854,1.421777859,-0.036404687,0.099493075,-0.069707480,-0.144779704,1.000000000,
1763636831.137532711,0.794584443,1.044584443,0.003648330,0.331325332,-0.461609881,1.421638487,-0.036446859,0.099479877,-0.069665016,-0.145459065,1.000000000,
1763636831.139817476,0.794773043,1.044773043,0.003646939,0.331252396,-0.461410935,1.421499199,-0.036489014,0.099466656,-0.069622547,-0.146138567,1.000000000,
1763636831.142055273,0.794961566,1.044961566,0.003645549,0.331179376,-0.461212015,1.421359997,-0.036531152,0.099453411,-0.069580072,-0.146822601,1.000000000,
1763636831.144015312,0.795150012,1.045150012,0.003644159,0.331106272,-0.461013121,1.421220879,-0.036573271,0.099440143,-0.069537592,-0.147507380,1.000000000,
1763636831.146073103,0.795338382,1.045338382,0.003642770,0.331033083,-0.460814254,1.421081846,-0.036615374,0.099426852,-0.069495106,-0.148187564,1.000000000,
1763636831.148104429,0.795526675,1.045526675,0.003641381,0.330959810,-0.460615414,1.420942899,-0.036657458,0.099413538,-0.069452615,-0.148867545,1.000000000,
1763636831.150267124,0.795714891,1.045714891,0.003639993,0.330886453,-0.460416600,1.420804036,-0.036699526,0.099400200,-0.069410118,-0.149548012,1.000000000,
1763636831.152308464,0.795903030,1.045903030,0.003638605,0.330813012,-0.460217813,1.420665258,-0.036741575,0.099386839,-0.069367615,-0.150232754,1.000000000,
1763636831.154341459,0.796091092,1.046091092,0.003637218,0.330739487,-0.460019053,1.420526565,-0.036783607,0.099373456,-0.069325107,-0.150913332,1.000000000,
1763636831.156243801,0.796279078,1.046279078,0.003635832,0.330665878,-0.459820319,1.420387958,-0.036825622,0.099360048,-0.069282594,-0.151596893,1.000000000,
1763636831.158275604,0.796466986,1.046466986,0.003634446,0.330592185,-0.459621612,1.420249435,-0.036867619,0.099346618,-0.069240075,-0.152244788,1.000000000,
1763636831.160320997,0.796654818,1.046654818,0.003633061,0.330518407,-0.459422933,1.420110997,-0.036909598,0.099333165,-0.069197551,-0.152783438,1.000000000,
1763636831.162616014,0.796842573,1.046842573,0.003631676,0.330444546,-0.459224280,1.419972645,-0.036951560,0.099319688,-0.069155021,-0.153324131,1.000000000,
1763636831.164389849,0.797030251,1.047030251,0.003630292,0.330370601,-0.459025654,1.419834377,-0.036993504,0.099306188,-0.069112485,-0.153863797,1.000000000,
1763636831.166499853,0.797217852,1.047217852,0.003628908,0.330296572,-0.458827055,1.419696195,-0.037035430,0.099292665,-0.069069945,-0.154403063,1.000000000,
1763636831.168524027,0.797405377,1.047405377,0.003627525,0.330222459,-0.458628483,1.419558098,-0.037077339,0.099279120,-0.069027398,-0.154942069,1.000000000,
1763636831.170583963,0.797592824,1.047592824,0.003626142,0.330148263,-0.458429939,1.419420085,-0.037119230,0.099265550,-0.068984847,-0.155481443,1.000000000,
1763636831.172786236,0.797780195,1.047780195,0.003624760,0.330073982,-0.458231421,1.419282158,-0.037161104,0.099251958,-0.068942290,-0.156020627,1.000000000,
1763636831.174974680,0.797967488,1.047967488,0.003623378,0.329999618,-0.458032931,1.419144316,-0.037202959,0.099238343,-0.068899727,-0.156564018,1.000000000,
1763636831.176960945,0.798154705,1.048154705,0.003621998,0.329925171,-0.457834468,1.419006559,-0.037244797,0.099224705,-0.068857159,-0.157103031,1.000000000,
1763636831.179091692,0.798341844,1.048341844,0.003620617,0.329850639,-0.457636032,1.418868888,-0.037286618,0.099211043,-0.068814586,-0.157644226,1.000000000,
1763636831.181214094,0.798528907,1.048528907,0.003619237,0.329776024,-0.457437624,1.418731301,-0.037328420,0.099197359,-0.068772007,-0.158183696,1.000000000,
1763636831.183211565,0.798715892,1.048715892,0.003617858,0.329701326,-0.457239243,1.418593800,-0.037370205,0.099183651,-0.068729423,-0.158723463,1.000000000,
1763636831.185172558,0.798902801,1.048902801,0.003616479,0.329626543,-0.457040889,1.418456383,-0.037411972,0.099169921,-0.068686833,-0.159262971,1.000000000,
1763636831.187211514,0.799089633,1.049089633,0.003615101,0.329551678,-0.456842563,1.418319052,-0.037453722,0.099156167,-0.068644238,-0.159802567,1.000000000,
1763636831.189185381,0.799276387,1.049276387,0.003613723,0.329476729,-0.456644264,1.418181806,-0.037495453,0.099142390,-0.068601638,-0.160342671,1.000000000,
1763636831.191254377,0.799463065,1.049463065,0.003612346,0.329401696,-0.456445993,1.418044646,-0.037537167,0.099128591,-0.068559032,-0.160835540,1.000000000,
1763636831.193252325,0.799649666,1.049649666,0.003610970,0.329326580,-0.456247750,1.417907570,-0.037578863,0.099114768,-0.068516421,-0.161118944,1.000000000,
1763636831.195383787,0.799836189,1.049836189,0.003609594,0.329251380,-0.456049534,1.417770580,-0.037620542,0.099100923,-0.068473804,-0.161402212,1.000000000,
1763636831.197372437,0.800022636,1.050022636,0.003608218,0.329176098,-0.455851346,1.417633675,-0.037662202,0.099087054,-0.068431182,-0.161685383,1.000000000,
1763636831.199498415,0.800209005,1.050209005,0.003606844,0.329100732,-0.455653186,1.417496855,-0.037703844,0.099073163,-0.068388555,-0.161968700,1.000000000,
1763636831.201482534,0.800395297,1.050395297,0.003605469,0.329025282,-0.455455054,1.417360121,-0.037745469,0.099059248,-0.068345923,-0.162251720,1.000000000,
1763636831.203952312,0.800581513,1.050581513,0.003604096,0.328949750,-0.455256949,1.417223472,-0.037787076,0.099045311,-0.068303285,-0.162549982,1.000000000,
1763636831.205931425,0.800767651,1.050767651,0.003602722,0.328874134,-0.455058872,1.417086908,-0.037828665,0.099031350,-0.068260642,-0.162833331,1.000000000,
1763636831.208050966,0.800953712,1.050953712,0.003601350,0.328798435,-0.454860824,1.416950429,-0.037870236,0.099017367,-0.068217993,-0.163115900,1.000000000,
1763636831.210369825,0.801139696,1.051139696,0.003599978,0.328722653,-0.454662803,1.416814036,-0.037911789,0.099003361,-0.068175339,-0.163398976,1.000000000,
1763636831.212152004,0.801325603,1.051325603,0.003598606,0.328646788,-0.454464810,1.416677728,-0.037953325,0.098989332,-0.068132680,-0.163686491,1.000000000,
1763636831.214243174,0.801511432,1.051511432,0.003597235,0.328570840,-0.454266846,1.416541505,-0.037994842,0.098975280,-0.068090016,-0.163965921,1.000000000,
1763636831.216346741,0.801697185,1.051697185,0.003595864,0.328494809,-0.454068909,1.416405368,-0.038036341,0.098961205,-0.068047346,-0.164254165,1.000000000,
1763636831.218497276,0.801882860,1.051882860,0.003594495,0.328418694,-0.453871001,1.416269316,-0.038077823,0.098947107,-0.068004671,-0.164560692,1.000000000,
1763636831.220453024,0.802068458,1.052068458,0.003593125,0.328342497,-0.453673121,1.416133349,-0.038119287,0.098932987,-0.067961991,-0.164842962,1.000000000,
1763636831.222456932,0.802253979,1.052253979,0.003591756,0.328266217,-0.453475269,1.415997468,-0.038160732,0.098918843,-0.067919305,-0.165125616,1.000000000,
1763636831.224509954,0.802439423,1.052439423,0.003590388,0.328189854,-0.453277445,1.415861672,-0.038202160,0.098904677,-0.067876614,-0.165394238,1.000000000,
1763636831.226536512,0.802624790,1.052624790,0.003589020,0.328113409,-0.453079650,1.415725961,-0.038243569,0.098890488,-0.067833918,-0.165385507,1.000000000,
1763636831.228580236,0.802810079,1.052810079,0.003587653,0.328036880,-0.452881883,1.415590336,-0.038284961,0.098876276,-0.067791217,-0.165376616,1.000000000,
1763636831.230645180,0.802995291,1.052995291,0.003586287,0.327960269,-0.452684145,1.415454796,-0.038326335,0.098862041,-0.067748511,-0.165367513,1.000000000,
1763636831.232721567,0.803180426,1.053180426,0.003584920,0.327883575,-0.452486435,1.415319342,-0.038367690,0.098847784,-0.067705799,-0.165358255,1.000000000,
1763636831.234746218,0.803365484,1.053365484,0.003583555,0.327806798,-0.452288754,1.415183973,-0.038409028,0.098833503,-0.067663082,-0.165348811,1.000000000,
1763636831.236989498,0.803550464,1.053550464,0.003582190,0.327729939,-0.452091101,1.415048690,-0.038450347,0.098819200,-0.067620360,-0.165339174,1.000000000,
1763636831.239236116,0.803735367,1.053735367,0.003580825,0.327652997,-0.451893477,1.414913492,-0.038491649,0.098804874,-0.067577632,-0.165328888,1.000000000,
1763636831.241248846,0.803920193,1.053920193,0.003579462,0.327575972,-0.451695882,1.414778379,-0.038532932,0.098790526,-0.067534899,-0.165318986,1.000000000,
1763636831.243410110,0.804104942,1.054104942,0.003578098,0.327498865,-0.451498315,1.414643352,-0.038574197,0.098776155,-0.067492162,-0.165309413,1.000000000,
1763636831.245379925,0.804289613,1.054289613,0.003576735,0.327421675,-0.451300777,1.414508411,-0.038615444,0.098761760,-0.067449419,-0.165299984,1.000000000,
1763636831.247329712,0.804474207,1.054474207,0.003575373,0.327344403,-0.451103268,1.414373554,-0.038656673,0.098747344,-0.067406670,-0.165289309,1.000000000,
1763636831.249336481,0.804658723,1.054658723,0.003574011,0.327267049,-0.450905788,1.414238784,-0.038697884,0.098732904,-0.067363917,-0.165278547,1.000000000,
1763636831.251716375,0.804843163,1.054843163,0.003572650,0.327189612,-0.450708336,1.414104099,-0.038739077,0.098718442,-0.067321159,-0.165267679,1.000000000,
1763636831.253475189,0.805027525,1.055027525,0.003571290,0.327112092,-0.450510914,1.413969499,-0.038780252,0.098703957,-0.067278395,-0.165257252,1.000000000,
1763636831.255491257,0.805211809,1.055211809,0.003569930,0.327034491,-0.450313521,1.413834985,-0.038821408,0.098689450,-0.067235626,-0.165245920,1.000000000,
1763636831.257590532,0.805396017,1.055396017,0.003568570,0.326956807,-0.450116156,1.413700557,-0.038862547,0.098674919,-0.067192852,-0.165234387,1.000000000,
1763636831.259721279,0.805580146,1.055580146,0.003567211,0.326879041,-0.449918821,1.413566214,-0.038903667,0.098660366,-0.067150073,-0.165163097,1.000000000,
1763636831.261667252,0.805764199,1.055764199,0.003565853,0.326801192,-0.449721515,1.413431956,-0.038944769,0.098645791,-0.067107289,-0.165083612,1.000000000,
1763636831.263738155,0.805948174,1.055948174,0.003564495,0.326723262,-0.449524238,1.413297785,-0.038985852,0.098631193,-0.067064499,-0.165004016,1.000000000,
1763636831.265774965,0.806132072,1.056132072,0.003563137,0.326645249,-0.449326990,1.413163698,-0.039026918,0.098616572,-0.067021705,-0.164924050,1.000000000,
