time,h_min,d_min,trajectory_error,pos_ee_x,pos_ee_y,pos_ee_z,vel_ee_x,vel_ee_y,vel_ee_z,v_rel_min,scaling
1763636841.869409561,0.416608927,0.910722861,0.039450387,0.248614143,0.114181969,1.266414670,0.087091978,0.132719765,-0.003111213,-0.584367456,1.000000000,
1763636841.872210264,0.409552127,0.910168299,0.039435110,0.248788275,0.114447474,1.266408494,0.087039068,0.132784795,-0.003064763,-0.593227972,1.000000000,
1763636841.874423504,0.402395902,0.909607576,0.039419840,0.248962300,0.114713108,1.266402411,0.086986106,0.132849798,-0.003018308,-0.602226302,1.000000000,
1763636841.876928806,0.395598203,0.909067573,0.039404575,0.249136219,0.114978873,1.266396421,0.086933092,0.132914774,-0.002971848,-0.610782930,1.000000000,
1763636841.879810810,0.386912974,0.908416195,0.039389316,0.249310032,0.115244767,1.266390524,0.086880027,0.132979723,-0.002925384,-0.621745219,1.000000000,
1763636841.882345915,0.380057444,0.907872034,0.039374063,0.249483739,0.115510792,1.266384719,0.086826911,0.133044645,-0.002878916,-0.630401310,1.000000000,
1763636841.884659290,0.372652613,0.907295135,0.039358816,0.249657340,0.115776946,1.266379008,0.086773743,0.133109540,-0.002832443,-0.639767941,1.000000000,
1763636841.887273550,0.366444838,0.906788548,0.039343576,0.249830834,0.116043230,1.266373390,0.086720524,0.133174408,-0.002785966,-0.647624251,1.000000000,
1763636841.889456034,0.359310083,0.906226882,0.039328341,0.250004222,0.116309643,1.266367864,0.086667253,0.133239248,-0.002739484,-0.656672528,1.000000000,
1763636841.892025948,0.352562968,0.905687791,0.039313112,0.250177503,0.116576187,1.266362432,0.086613931,0.133304062,-0.002692997,-0.665239324,1.000000000,
1763636841.894306898,0.345912069,0.904971614,0.039297889,0.250350677,0.116842860,1.266357092,0.086560557,0.133368848,-0.002646507,-0.673827134,1.000000000,
1763636841.897155046,0.339773602,0.904220757,0.039282672,0.250523745,0.117109662,1.266351846,0.086507132,0.133433607,-0.002600011,-0.681818461,1.000000000,
1763636841.902192116,0.326165984,0.902722804,0.039267461,0.250696706,0.117376594,1.266346692,0.086453656,0.133498338,-0.002553512,-0.699613922,1.000000000,
1763636841.903949022,0.320866321,0.902053411,0.039252256,0.250869560,0.117643655,1.266341632,0.086400128,0.133563043,-0.002507008,-0.706538429,1.000000000,
1763636841.908828259,0.315571843,0.901384001,0.039237057,0.251042306,0.117910846,1.266336664,0.086346549,0.133627719,-0.002460499,-0.713465236,1.000000000,
1763636841.909128189,0.308202380,0.900505710,0.039221864,0.251214946,0.118178166,1.266331790,0.086292919,0.133692369,-0.002413986,-0.723133098,1.000000000,
1763636841.914992809,0.302932201,0.899837382,0.039206677,0.251387478,0.118445616,1.266327008,0.086239238,0.133756990,-0.002367469,-0.730049417,1.000000000,
1763636841.915304661,0.292891925,0.898687976,0.039191496,0.251559903,0.118713194,1.266322320,0.086185505,0.133821585,-0.002320947,-0.743273413,1.000000000,
1763636841.916907310,0.287537277,0.898009380,0.039176321,0.251732220,0.118980902,1.266317724,0.086131721,0.133886152,-0.002274421,-0.750327413,1.000000000,
1763636841.920917988,0.280139823,0.897123696,0.039161152,0.251904430,0.119248739,1.266313222,0.086077886,0.133950691,-0.002227891,-0.760096604,1.000000000,
1763636841.925385714,0.267650971,0.895720755,0.039145989,0.252076532,0.119516705,1.266308813,0.086023999,0.134015202,-0.002181356,-0.776641319,1.000000000,
1763636841.928233624,0.261675769,0.894808670,0.039130832,0.252248526,0.119784800,1.266304497,0.085970061,0.134079686,-0.002134817,-0.784842575,1.000000000,
1763636841.935809374,0.248797197,0.892798281,0.039115680,0.252420412,0.120053024,1.266300273,0.085916072,0.134144142,-0.002088274,-0.802915037,1.000000000,
1763636841.939505100,0.241981530,0.891665593,0.039100535,0.252592190,0.120321376,1.266296143,0.085862032,0.134208571,-0.002041726,-0.812501585,1.000000000,
1763636841.942082882,0.234292648,0.890402892,0.039085396,0.252763860,0.120589858,1.266292107,0.085807941,0.134272971,-0.001995174,-0.823341802,1.000000000,
1763636841.947727919,0.222381638,0.888517730,0.039070262,0.252935422,0.120858468,1.266288163,0.085753799,0.134337344,-0.001948617,-0.840187112,1.000000000,
1763636841.950775623,0.217800954,0.887704790,0.039055135,0.253106875,0.121127207,1.266284312,0.085699605,0.134401689,-0.001902056,-0.846680698,1.000000000,
1763636841.956558943,0.204237996,0.885565768,0.039040013,0.253278220,0.121396075,1.266280555,0.085645361,0.134466006,-0.001855491,-0.865963374,1.000000000,
1763636841.959772348,0.197659771,0.884418176,0.039024897,0.253449456,0.121665071,1.266276890,0.085591065,0.134530295,-0.001808922,-0.875423016,1.000000000,
1763636841.968437195,0.192610759,0.883184096,0.039009788,0.253620584,0.121934196,1.266273319,0.085536718,0.134594556,-0.001762348,-0.891387227,1.000000000,
1763636841.969997406,0.185625123,0.881526075,0.038994684,0.253791603,0.122203449,1.266269841,0.085482320,0.134658789,-0.001715770,-0.921584603,1.000000000,
1763636841.971616745,0.181571746,0.880500931,0.038979586,0.253962513,0.122472831,1.266266456,0.085427871,0.134722993,-0.001669187,-0.939085206,1.000000000,
1763636841.979939222,0.170995529,0.878047213,0.038964494,0.254133315,0.122742341,1.266263164,0.085373371,0.134787170,-0.001622601,-0.984362758,1.000000000,
1763636841.984271288,0.166017640,0.876810887,0.038949408,0.254304007,0.123011980,1.266259965,0.085318820,0.134851319,-0.001576010,-1.005610953,1.000000000,
1763636841.987960339,0.160615920,0.875477642,0.038934328,0.254474590,0.123281747,1.266256860,0.085264219,0.134915439,-0.001529415,-1.028571056,1.000000000,
1763636841.992429018,0.152988469,0.873647970,0.038919254,0.254645064,0.123551642,1.266253848,0.085209566,0.134979532,-0.001482815,-1.060776076,1.000000000,
1763636841.997170925,0.150235041,0.872134130,0.038904186,0.254815428,0.123821665,1.266250929,0.085154862,0.135043595,-0.001436212,-1.085664990,1.000000000,
1763636842.003441811,0.146856100,0.869910575,0.038889124,0.254985683,0.124091816,1.266248103,0.085100107,0.135107631,-0.001389604,-1.122805591,1.000000000,
1763636842.005016088,0.145222765,0.868742648,0.038874067,0.255155829,0.124362095,1.266245370,0.085045301,0.135171638,-0.001342992,-1.140972276,1.000000000,
1763636842.010317326,0.142383864,0.866824263,0.038859017,0.255325864,0.124632502,1.266242731,0.084990445,0.135235617,-0.001296375,-1.172139487,1.000000000,
1763636842.012437344,0.141254457,0.865955121,0.038843972,0.255495790,0.124903038,1.266240185,0.084935537,0.135299568,-0.001249755,-1.184824745,1.000000000,
1763636842.016948938,0.138691771,0.864188217,0.038828934,0.255665606,0.125173701,1.266237732,0.084880579,0.135363490,-0.001203130,-1.212918466,1.000000000,
1763636842.023679972,0.137596513,0.863331117,0.038813901,0.255835313,0.125444492,1.266235372,0.084825570,0.135427383,-0.001156501,-1.225211321,1.000000000,
1763636842.024035931,0.135359172,0.861750875,0.038798874,0.256004909,0.125715410,1.266233106,0.084770510,0.135491248,-0.001109868,-1.249726518,1.000000000,
1763636842.029124975,0.135174039,0.859536229,0.038783853,0.256174395,0.125986457,1.266230933,0.084715399,0.135555085,-0.001063230,-1.281713028,1.000000000,
1763636842.031160116,0.136179816,0.858645232,0.038768838,0.256343770,0.126257631,1.266228853,0.084660237,0.135618893,-0.001016589,-1.292208587,1.000000000,
1763636842.039154530,0.138522055,0.856696262,0.038753829,0.256513036,0.126528932,1.266226866,0.084605025,0.135682672,-0.000969943,-1.317360112,1.000000000,
1763636842.042135715,0.139980152,0.855458976,0.038738826,0.256682190,0.126800361,1.266224973,0.084549761,0.135746422,-0.000923293,-1.332500361,1.000000000,
1763636842.042558432,0.141378984,0.854274547,0.038723828,0.256851235,0.127071918,1.266223173,0.084494447,0.135810144,-0.000876639,-1.346832874,1.000000000,
1763636842.045369864,0.142921451,0.852983799,0.038708837,0.257020168,0.127343602,1.266221467,0.084439083,0.135873837,-0.000829981,-1.362538607,1.000000000,
1763636842.047265530,0.143970794,0.852083120,0.038693851,0.257188991,0.127615413,1.266219853,0.084383667,0.135937501,-0.000783319,-1.372860675,1.000000000,
1763636842.049626112,0.145000812,0.851200861,0.038678872,0.257357703,0.127887352,1.266218333,0.084328201,0.136001136,-0.000736652,-1.382892292,1.000000000,
1763636842.052670240,0.146373179,0.850057611,0.038663898,0.257526304,0.128159418,1.266216907,0.084272684,0.136064743,-0.000689982,-1.396397019,1.000000000,
1763636842.055318356,0.147638887,0.849001657,0.038648930,0.257694793,0.128431611,1.266215573,0.084217117,0.136128320,-0.000643307,-1.408660625,1.000000000,
1763636842.059586287,0.149621480,0.847402364,0.038633968,0.257863172,0.128703931,1.266214334,0.084161499,0.136191869,-0.000596628,-1.428088779,1.000000000,
1763636842.066168070,0.154543388,0.845903813,0.038619012,0.258031439,0.128976378,1.266213187,0.084105830,0.136255388,-0.000549945,-1.438475692,1.000000000,
1763636842.066733360,0.157774403,0.844936190,0.038604062,0.258199595,0.129248952,1.266212134,0.084050110,0.136318879,-0.000503258,-1.444271284,1.000000000,
1763636842.067496538,0.161004643,0.843969640,0.038589117,0.258367640,0.129521654,1.266211174,0.083994340,0.136382340,-0.000456567,-1.450037176,1.000000000,
1763636842.069286108,0.164503467,0.842933300,0.038574179,0.258535573,0.129794482,1.266210308,0.083938520,0.136445772,-0.000409872,-1.456270273,1.000000000,
1763636842.073540926,0.170293188,0.841296016,0.038559246,0.258703394,0.130067437,1.266209534,0.083882649,0.136509176,-0.000363172,-1.466668268,1.000000000,
1763636842.078443527,0.173583082,0.840316984,0.038544319,0.258871103,0.130340518,1.266208855,0.083826727,0.136572550,-0.000316469,-1.472434410,1.000000000,
1763636842.087453365,0.179946396,0.838533243,0.038529398,0.259038701,0.130613727,1.266208269,0.083770755,0.136635894,-0.000269761,-1.483729682,1.000000000,
1763636842.089428186,0.189454126,0.835930378,0.038514483,0.259206186,0.130887062,1.266207776,0.083714732,0.136699210,-0.000223050,-1.500529777,1.000000000,
1763636842.090274334,0.197815121,0.833632885,0.038499574,0.259373560,0.131160524,1.266207376,0.083658659,0.136762496,-0.000176334,-1.515080916,1.000000000,
1763636842.092303753,0.201526405,0.832550576,0.038484670,0.259540821,0.131434112,1.266207070,0.083602535,0.136825752,-0.000129615,-1.521344992,1.000000000,
1763636842.101315498,0.213752978,0.830694696,0.038469773,0.259707970,0.131707827,1.266206858,0.083546361,0.136888980,-0.000082891,-1.519904471,1.000000000,
1763636842.103386402,0.230043623,0.828313558,0.038454881,0.259875006,0.131981668,1.266206739,0.083490137,0.136952178,-0.000036164,-1.517227822,1.000000000,
1763636842.109184980,0.237787853,0.827117435,0.038439995,0.260041930,0.132255635,1.266206713,0.083433862,0.137015346,0.000010568,-1.515874778,1.000000000,
1763636842.119136095,0.246903062,0.825732901,0.038425115,0.260208742,0.132529729,1.266206781,0.083377536,0.137078485,0.000057304,-1.514277622,1.000000000,
1763636842.123574972,0.270806213,0.822294327,0.038410241,0.260375440,0.132803949,1.266206943,0.083321161,0.137141595,0.000104043,-1.510121826,1.000000000,
1763636842.124037981,0.279493349,0.820729154,0.038395373,0.260542026,0.133078296,1.266207197,0.083264735,0.137204674,0.000150787,-1.508201943,1.000000000,
1763636842.127917767,0.289095918,0.819059522,0.038380510,0.260708499,0.133352768,1.266207546,0.083208258,0.137267725,0.000197535,-1.505252096,1.000000000,
1763636842.138249397,0.295169673,0.816165334,0.038365654,0.260874859,0.133627366,1.266207987,0.083151731,0.137330745,0.000244286,-1.483835512,1.000000000,
1763636842.141025782,0.284842049,0.812722908,0.038350803,0.261041106,0.133902091,1.266208523,0.083095154,0.137393736,0.000291042,-1.458124221,1.000000000,
1763636842.147701263,0.279571870,0.810910876,0.038335958,0.261207240,0.134176941,1.266209152,0.083038527,0.137456697,0.000337801,-1.445014326,1.000000000,
1763636842.148164272,0.272837460,0.808652551,0.038321119,0.261373260,0.134451918,1.266209874,0.082981849,0.137519628,0.000384565,-1.428418266,1.000000000,
1763636842.152414799,0.268081690,0.807280843,0.038306286,0.261539167,0.134727020,1.266210690,0.082925121,0.137582530,0.000431332,-1.418700535,1.000000000,
1763636842.156006098,0.260266230,0.805045120,0.038291458,0.261704961,0.135002248,1.266211599,0.082868343,0.137645402,0.000478104,-1.402667687,1.000000000,
1763636842.161223412,0.253349581,0.802954436,0.038276636,0.261870641,0.135277601,1.266212602,0.082811515,0.137708243,0.000524879,-1.388469562,1.000000000,
1763636842.162936687,0.244400662,0.800123884,0.038261821,0.262036207,0.135553081,1.266213699,0.082754636,0.137771055,0.000571658,-1.359466600,1.000000000,
1763636842.166089773,0.240639004,0.798823258,0.038247011,0.262201659,0.135828686,1.266214889,0.082697707,0.137833837,0.000618441,-1.346008318,1.000000000,
1763636842.169297934,0.234946358,0.796803460,0.038232206,0.262366997,0.136104416,1.266216173,0.082640728,0.137896589,0.000665228,-1.325489818,1.000000000,
1763636842.172831059,0.229724608,0.794941984,0.038217408,0.262532222,0.136380272,1.266217550,0.082583699,0.137959311,0.000712019,-1.306661511,1.000000000,
1763636842.173088074,0.226001033,0.793584640,0.038202615,0.262697332,0.136656253,1.266219021,0.082526620,0.138022002,0.000758814,-1.293294557,1.000000000,
1763636842.176546574,0.222245640,0.792216718,0.038187829,0.262862328,0.136932360,1.266220585,0.082469491,0.138084664,0.000805613,-1.279799713,1.000000000,
1763636842.179871798,0.218507739,0.790854811,0.038173048,0.263027210,0.137208592,1.266222243,0.082412311,0.138147295,0.000852416,-1.266357543,1.000000000,
1763636842.181634903,0.212076153,0.788586122,0.038158272,0.263191978,0.137484949,1.266223995,0.082355082,0.138209897,0.000899222,-1.243001704,1.000000000,
1763636842.187360764,0.207448438,0.786924690,0.038143503,0.263356630,0.137761432,1.266225840,0.082297802,0.138272468,0.000946033,-1.226248610,1.000000000,
1763636842.188087702,0.199723820,0.784219986,0.038128740,0.263521169,0.138038039,1.266227779,0.082240473,0.138335008,0.000992847,-1.198043951,1.000000000,
1763636842.189720392,0.195886049,0.782824589,0.038113982,0.263685592,0.138314772,1.266229811,0.082183093,0.138397519,0.001039665,-1.184155371,1.000000000,
1763636842.191820383,0.192149956,0.781463577,0.038099230,0.263849901,0.138591629,1.266231938,0.082125663,0.138459999,0.001086487,-1.170630737,1.000000000,
1763636842.193672180,0.188495833,0.779941666,0.038084484,0.264014095,0.138868612,1.266234157,0.082068184,0.138522449,0.001133313,-1.154273579,1.000000000,
1763636842.195782900,0.184893090,0.778323012,0.038069743,0.264178174,0.139145719,1.266236471,0.082010654,0.138584868,0.001180142,-1.136194436,1.000000000,
1763636842.198022604,0.181331086,0.776721383,0.038055009,0.264342138,0.139422951,1.266238878,0.081953075,0.138647257,0.001226976,-1.118295958,1.000000000,
1763636842.200391769,0.177569490,0.775034805,0.038040280,0.264505986,0.139700308,1.266241379,0.081895445,0.138709615,0.001273813,-1.099335608,1.000000000,
1763636842.202762127,0.173991667,0.773425931,0.038025557,0.264669719,0.139977789,1.266243973,0.081837766,0.138771943,0.001320654,-1.081294840,1.000000000,
1763636842.204864740,0.170004838,0.771643050,0.038010840,0.264833337,0.140255396,1.266246661,0.081780037,0.138834240,0.001367499,-1.061099077,1.000000000,
1763636842.207236528,0.165802770,0.769768241,0.037996128,0.264996839,0.140533126,1.266249443,0.081722258,0.138896506,0.001414348,-1.039743180,1.000000000,
1763636842.209168196,0.162240400,0.768164951,0.037981422,0.265160226,0.140810982,1.266252319,0.081664429,0.138958742,0.001461200,-1.021682832,1.000000000,
1763636842.212046862,0.158661885,0.766554531,0.037966723,0.265323497,0.141088961,1.266255288,0.081606550,0.139020948,0.001508056,-1.003508154,1.000000000,
1763636842.213698149,0.154339245,0.764627049,0.037952028,0.265486652,0.141367065,1.266258351,0.081548621,0.139083122,0.001554916,-0.981402053,1.000000000,
1763636842.215696096,0.150783475,0.763025615,0.037937340,0.265649692,0.141645294,1.266261508,0.081490643,0.139145266,0.001601780,-0.963278042,1.000000000,
1763636842.217361212,0.147235783,0.761427352,0.037922657,0.265812615,0.141923646,1.266264758,0.081432615,0.139207379,0.001648647,-0.945166278,1.000000000,
1763636842.219490528,0.143699717,0.759833774,0.037907981,0.265975422,0.142202123,1.266268102,0.081374537,0.139269461,0.001695519,-0.927085556,1.000000000,
1763636842.221828461,0.140166612,0.758241190,0.037893310,0.266138113,0.142480724,1.266271540,0.081316409,0.139331512,0.001742394,-0.908990279,1.000000000,
1763636842.223752260,0.136676543,0.756666700,0.037878644,0.266300688,0.142759449,1.266275072,0.081258232,0.139393532,0.001789272,-0.891092639,1.000000000,
1763636842.225705385,0.133166353,0.755065881,0.037863985,0.266463146,0.143038298,1.266278697,0.081200004,0.139455521,0.001836155,-0.872870273,1.000000000,
1763636842.227961540,0.129882478,0.753264564,0.037849331,0.266625488,0.143317271,1.266282416,0.081141728,0.139517479,0.001883041,-0.852618779,1.000000000,
1763636842.230300426,0.126604273,0.751465465,0.037834683,0.266787713,0.143596368,1.266286229,0.081083401,0.139579407,0.001929931,-0.832366510,1.000000000,
1763636842.232292414,0.123333199,0.749669358,0.037820041,0.266949821,0.143875589,1.266290136,0.081025025,0.139641303,0.001976824,-0.812122843,1.000000000,
1763636842.234588385,0.119859727,0.747765548,0.037805404,0.267111813,0.144154933,1.266294137,0.080966599,0.139703168,0.002023721,-0.790538853,1.000000000,
1763636842.236597776,0.116363749,0.745848868,0.037790773,0.267273687,0.144434402,1.266298231,0.080908124,0.139765002,0.002070622,-0.768765985,1.000000000,
1763636842.239212513,0.113066492,0.744036364,0.037776148,0.267435445,0.144713993,1.266302419,0.080849599,0.139826804,0.002117527,-0.748234144,1.000000000,
1763636842.241163731,0.109806071,0.742242547,0.037761529,0.267597086,0.144993709,1.266306701,0.080791025,0.139888576,0.002164435,-0.727902278,1.000000000,
1763636842.242696047,0.106552151,0.740451378,0.037746915,0.267758609,0.145273548,1.266311077,0.080732400,0.139950316,0.002211347,-0.707574610,1.000000000,
1763636842.245031357,0.103299000,0.738659813,0.037732308,0.267920015,0.145553510,1.266315547,0.080673727,0.140012025,0.002258263,-0.709193706,1.000000000,
1763636842.246996880,0.099972383,0.736843133,0.037717705,0.268081304,0.145833596,1.266320110,0.080615004,0.140073702,0.002305182,-0.713185305,1.000000000,
1763636842.249158144,0.095884254,0.735055591,0.037703109,0.268242475,0.146113805,1.266324767,0.080556231,0.140135348,0.002352105,-0.717107757,1.000000000,
1763636842.251455784,0.091808223,0.733269774,0.037688518,0.268403529,0.146394137,1.266329518,0.080497409,0.140196963,0.002399032,-0.721027045,1.000000000,
1763636842.253793716,0.087743926,0.731485501,0.037673934,0.268564465,0.146674593,1.266334363,0.080438538,0.140258546,0.002445962,-0.724943614,1.000000000,
1763636842.255436897,0.083434524,0.729593932,0.037659354,0.268725283,0.146955171,1.266339302,0.080379617,0.140320098,0.002492895,-0.729119770,1.000000000,
1763636842.257520199,0.079395706,0.727813241,0.037644781,0.268885983,0.147235873,1.266344335,0.080320646,0.140381618,0.002539833,-0.733029795,1.000000000,
1763636842.259622812,0.075176158,0.725979637,0.037630213,0.269046566,0.147516698,1.266349462,0.080261626,0.140443107,0.002586774,-0.737218867,1.000000000,
1763636842.261599302,0.070395021,0.723987174,0.037615651,0.269207030,0.147797645,1.266354682,0.080202557,0.140504564,0.002633718,-0.742244863,1.000000000,
1763636842.264369488,0.065613159,0.721991848,0.037601095,0.269367376,0.148078716,1.266359997,0.080143439,0.140565989,0.002680667,-0.747277583,1.000000000,
1763636842.266104221,0.059793722,0.719574948,0.037586545,0.269527604,0.148359909,1.266365405,0.080084271,0.140627383,0.002727618,-0.753462493,1.000000000,
1763636842.268239021,0.055040089,0.717585050,0.037572000,0.269687713,0.148641225,1.266370907,0.080025054,0.140688745,0.002774574,-0.758477867,1.000000000,
1763636842.270379305,0.050288191,0.715593172,0.037557461,0.269847704,0.148922664,1.266376503,0.079965787,0.140750075,0.002821532,-0.763497515,1.000000000,
1763636842.272159576,0.045601831,0.713608366,0.037543027,0.270007488,0.149204208,1.266382198,0.079817969,0.140793780,0.002873436,-0.768436149,1.000000000,
1763636842.274685621,0.041005259,0.711617694,0.037529037,0.270166767,0.149485798,1.266388010,0.079461574,0.140795925,0.002938060,-0.773247689,1.000000000,
1763636842.276129484,0.036526626,0.709633705,0.037515956,0.270325131,0.149767351,1.266393964,0.078901954,0.140757423,0.003016665,-0.777902858,1.000000000,
1763636842.278054714,0.032157217,0.707654221,0.037504240,0.270482178,0.150048788,1.266400092,0.078145739,0.140679452,0.003110509,-0.782413488,1.000000000,
1763636842.279994726,0.027894279,0.705679398,0.037494333,0.270637523,0.150330031,1.266406423,0.077199185,0.140563114,0.003220926,-0.786784725,1.000000000,
1763636842.282131672,0.023729411,0.703707044,0.037486665,0.270790791,0.150611004,1.266412994,0.076068430,0.140409488,0.003349292,-0.791028008,1.000000000,
1763636842.284626961,0.019661697,0.701737938,0.037481659,0.270941619,0.150891633,1.266419840,0.074759242,0.140219571,0.003497028,-0.795146364,0.999989008,
1763636842.286439180,0.015682478,0.699769663,0.037479724,0.271089655,0.151171847,1.266427003,0.073277333,0.139994072,0.003665546,-0.799151356,0.999976181,
1763636842.288678885,0.011675632,0.697755427,0.037481264,0.271234561,0.151451575,1.266434525,0.071628041,0.139733887,0.003856307,-0.803175495,0.999961965,
1763636842.290633917,0.007797474,0.695759515,0.037486685,0.271376001,0.151730748,1.266442453,0.069811704,0.139438747,0.004071440,-0.807044556,0.999946409,
1763636842.292697430,0.003846877,0.693728722,0.037496394,0.271513648,0.152009297,1.266450837,0.067835415,0.139109919,0.004312191,-0.811044062,0.999929488,
1763636842.294819117,-0.000502982,0.691585592,0.037510798,0.271647180,0.152287155,1.266459731,0.065696726,0.138747412,0.004581430,-0.815555772,0.999911104,
1763636842.297061920,-0.005072583,0.689479459,0.037530333,0.271776261,0.152564253,1.266469198,0.063384116,0.138350437,0.004884347,-0.819853329,0.999891586,
1763636842.299089432,-0.009514877,0.687379475,0.037555408,0.271900584,0.152840531,1.266479301,0.060939153,0.137927328,0.005218556,-0.824057154,0.999870995,
1763636842.301266909,-0.013834099,0.685284983,0.037586387,0.272019894,0.153115938,1.266490105,0.058370154,0.137479650,0.005585148,-0.828175840,0.999849385,
1763636842.303263664,-0.018050254,0.683189558,0.037623630,0.272133949,0.153390427,1.266501676,0.055684854,0.137008846,0.005985202,-0.832234492,0.999826804,
1763636842.305126905,-0.022149207,0.681098971,0.037667495,0.272242524,0.153663953,1.266514081,0.052890041,0.136516129,0.006419910,-0.836221610,0.999803301,
1763636842.306981325,-0.026104360,0.679023805,0.037718342,0.272345406,0.153936472,1.266527392,0.049992549,0.136002739,0.006890310,-0.840111567,0.999778927,
1763636842.309072733,-0.029941304,0.676955754,0.037776529,0.272442398,0.154207945,1.266541680,0.046999559,0.135470045,0.007397154,-0.843934487,0.999753727,
1763636842.311035633,-0.033658100,0.674896402,0.037842419,0.272533315,0.154478335,1.266557019,0.043917273,0.134919150,0.007941370,-0.847690678,0.999727744,
1763636842.313171148,-0.037268287,0.672841574,0.037916377,0.272617984,0.154747606,1.266573484,0.040751661,0.134351110,0.008523808,-0.851397164,0.999701014,
1763636842.315386057,-0.040767265,0.670793756,0.037998775,0.272696244,0.155015724,1.266591154,0.037508130,0.133766822,0.009145404,-0.855050964,0.999673575,
1763636842.317405462,-0.044171812,0.668747386,0.038089991,0.272767944,0.155282659,1.266610107,0.034191975,0.133167165,0.009806987,-0.858672619,0.999645458,
1763636842.319768667,-0.047478873,0.666704247,0.038190414,0.272832944,0.155548380,1.266630424,0.030807935,0.132552843,0.010509533,-0.862260662,0.999616695,
1763636842.321780682,-0.050653596,0.664678487,0.038300441,0.272891113,0.155812858,1.266652188,0.027360647,0.131924543,0.011253928,-0.865777237,0.999587325,
1763636842.323846817,-0.053777469,0.662639545,0.038420475,0.272942329,0.156076066,1.266675483,0.023855273,0.131283197,0.012040548,-0.869316098,0.999557365,
1763636842.325924873,-0.056852876,0.660596063,0.038550935,0.272986479,0.156337979,1.266700394,0.020295257,0.130629023,0.012870850,-0.872843911,0.999526836,
1763636842.328086376,-0.060420446,0.658375615,0.038692248,0.273023456,0.156598571,1.266727008,0.016681540,0.129962446,0.013742287,-0.876820497,0.999495650,
1763636842.330063581,-0.063872370,0.656162075,0.038844878,0.273053133,0.156857815,1.266755393,0.012995161,0.129280378,0.014642661,-0.880749875,0.999463840,
1763636842.331998825,-0.067197451,0.653960678,0.039009320,0.273075370,0.157115679,1.266785610,0.009241863,0.128583562,0.015574349,-0.884621232,0.999431439,
1763636842.334106207,-0.070410817,0.651766493,0.039186077,0.273090039,0.157372136,1.266817724,0.005427248,0.127872792,0.016539148,-0.888453123,0.999398478,
1763636842.336227894,-0.073518056,0.649578138,0.039375660,0.273097022,0.157627159,1.266851802,0.001556333,0.127148686,0.017538673,-0.892253343,0.999364987,
1763636842.338113070,-0.076502481,0.647403104,0.039578588,0.273096213,0.157880720,1.266887916,-0.002366220,0.126411781,0.018574307,-0.896003770,0.999330995,
1763636842.340073109,-0.079385207,0.645233903,0.039795388,0.273087511,0.158132795,1.266926137,-0.006335696,0.125662735,0.019646963,-0.899729630,0.999296530,
1763636842.342143059,-0.082157288,0.643074967,0.040026594,0.273070827,0.158383361,1.266966542,-0.010347921,0.124901983,0.020757641,-0.903421270,0.999261618,
1763636842.344144821,-0.084827487,0.640923617,0.040272743,0.273046080,0.158632394,1.267009207,-0.014398758,0.124130024,0.021907039,-0.907089539,0.999226287,
1763636842.346319437,-0.087399960,0.638778947,0.040534378,0.273013197,0.158879872,1.267054210,-0.018484351,0.123347253,0.023095838,-0.910739924,0.999190624,
1763636842.348283052,-0.089857689,0.636648906,0.040812032,0.272972113,0.159125784,1.267101634,-0.022599315,0.122564017,0.024328483,-0.914356460,0.999155638,
1763636842.350177765,-0.092181070,0.634542949,0.041106035,0.272922799,0.159370279,1.267151625,-0.026714500,0.121929715,0.025661770,-0.917977418,0.999121014,
1763636842.352510691,-0.094465361,0.632421670,0.041416598,0.272865249,0.159613602,1.267204361,-0.030835535,0.121392162,0.027074862,-0.921696636,0.999086734,
1763636842.354571581,-0.096645217,0.630313255,0.041744016,0.272799453,0.159855942,1.267260003,-0.034960800,0.120946966,0.028567251,-0.925432997,0.999052786,
1763636842.356871843,-0.098726872,0.628216006,0.042088604,0.272725404,0.160097479,1.267318707,-0.039088293,0.120588779,0.030136496,-0.929191308,0.999019158,
1763636842.359141588,-0.100784519,0.626101777,0.042450694,0.272643099,0.160338381,1.267380624,-0.043216034,0.120312778,0.031780504,-0.933012554,0.998985819,
1763636842.361023426,-0.103459807,0.623727795,0.042830637,0.272552539,0.160578808,1.267445900,-0.047344653,0.120112465,0.033495177,-0.937121274,0.998952499,
1763636842.363110542,-0.106032288,0.621358814,0.043228859,0.272453690,0.160818876,1.267514639,-0.051504258,0.119954505,0.035244236,-0.941235719,0.998919206,
1763636842.365161180,-0.108478003,0.619006385,0.043645847,0.272346496,0.161058669,1.267586915,-0.055689666,0.119837339,0.037031283,-0.945328371,0.998885951,
1763636842.367157936,-0.110867464,0.616639917,0.044082087,0.272230910,0.161298266,1.267662804,-0.059895959,0.119759305,0.038858556,-0.949482566,0.998852741,
1763636842.369424343,-0.113101494,0.614304770,0.044538062,0.272106895,0.161537746,1.267742392,-0.064119149,0.119719491,0.040729162,-0.953581294,0.998819594,
1763636842.371419668,-0.115247429,0.611971775,0.045014251,0.271974421,0.161777183,1.267825764,-0.068354833,0.119716182,0.042643430,-0.957703736,0.998786520,
1763636842.373214960,-0.117282709,0.609652170,0.045511125,0.271833467,0.162016649,1.267913010,-0.072599322,0.119748371,0.044602856,-0.961822558,0.998753533,
1763636842.375289679,-0.119220011,0.607341136,0.046029145,0.271684018,0.162256214,1.268004221,-0.076849005,0.119814930,0.046608061,-0.965952478,0.998720647,
