number,values_0,values_1,params_lambda1,params_lambda2,params_lambda3,state
46,0.3366442237184188,0.02509107589073377,0.1356106356117382,0.0789044578682962,0.14097777988846388,COMPLETE
47,0.33457769482034533,0.017889996209004257,4393.422585888456,3.0790469317601095,0.0006110953515604165,COMPLETE
48,0.32904473035130993,0.0176991154246516,51.38939672999612,41.08997939282877,0.061013765596927214,COMPLETE
49,0.3453769748683421,0.021448695765965226,0.12475165336805108,0.023049437518303,0.004907888614935502,COMPLETE
50,0.32251183254449706,0.025033578448940132,0.29666630004709366,0.002848117294377246,0.00011830266574222965,COMPLETE
51,0.34317712152523167,0.020361611845389208,160.9041851857493,69.36483644035668,0.002433132306094279,COMPLETE
52,0.30957936137590825,0.021584362414221868,0.13414461060654786,226.19690988518522,0.20105092646021125,COMPLETE
53,0.3418438770748617,0.024187780142160525,17.48104162520475,10.398636968447518,0.00608129778447049,COMPLETE
54,0.3313112459169389,0.02417368701835562,1.203294757461707,0.9661371161260169,0.00020510138688257878,COMPLETE
55,0.34284381041263917,0.023684620125278392,15.538698832631345,0.005994938510992763,1.9195034253879626,COMPLETE
56,0.34491033931071263,0.021936461918394556,28.030249545264066,0.0038308773289870333,0.0001250108575565685,COMPLETE
57,0.3359109392707153,0.020160941671538164,0.1387941575007351,0.14319498764272046,0.00016117179634331596,COMPLETE
58,0.3476434904339711,0.02290179325753898,0.1976389736324452,0.2075932545120951,0.18184139359464666,COMPLETE
59,0.36017598826744884,0.01737695099138001,20.120478573379593,0.7938368555477834,3.7492808225809675,COMPLETE
60,0.350976601559896,0.025980000104102813,14.736280340714249,0.002930992423225951,51.78509003072485,COMPLETE
61,0.33951069928671423,0.020319504153535534,41.22097422637858,214.10063533212727,0.0006402585275088245,COMPLETE
62,0.3351109926004933,0.020489143751453012,15.309154117453597,1.353170419005668,3.6487257990216255,COMPLETE
63,0.3521098593427105,0.01884027377176285,2908.534447256948,5.789691940488302,0.005194548986875747,COMPLETE
64,0.3529098060129325,0.020291041544579946,6.422826139319674,0.01702244762798406,64.0125666587575,COMPLETE
65,0.35404306379574696,0.021467204545977534,33.95599053593408,0.0938395493651561,0.0004770552090021213,COMPLETE
66,0.31724551696553566,0.020728140361677125,0.012242618499978764,408.93079260158174,0.5812630575884036,COMPLETE
