number,values_0,values_1,params_lambda1,params_lambda3,state
300,0.0,0.07415227667886579,49.804567807062,0.00036315329199285493,COMPLETE
301,0.0,0.07591109228181703,199.72822590014238,0.11087240093548927,COMPLETE
302,0.0,0.07221507684796115,17.970780920488618,0.00012896920440900523,COMPLETE
303,0.0,0.07382084321191049,558.7943308116189,7.442524481084207,COMPLETE
304,0.0,0.07834848802582445,49.76220198678533,3.5856920817160107,COMPLETE
305,0.0,0.06536614517388627,427.236709665662,0.00017205335451432493,COMPLETE
306,0.0,0.06804628140513296,1.2672142964804183,0.00030530133906343906,COMPLETE
307,0.0,0.08132913981097745,14.235575776046506,0.0039735883787210755,COMPLETE
308,0.0,0.06797582829660591,3.6670946760424137,0.03315620029144965,COMPLETE
309,0.0,0.07272982209886929,107.72923447546215,0.07261160291364727,COMPLETE
310,0.0,0.07650493580576372,0.01650831295511353,0.00039191815750602867,COMPLETE
311,0.0,0.0771567746048229,623.1277425322068,0.026847580448023198,COMPLETE
312,0.0,0.07629070528755509,429.7794567128879,0.11087240093548927,COMPLETE
313,0.0,0.07773226050842083,7.479015105083923,0.08740688641517927,COMPLETE
314,0.0,0.07253487846340152,4891.200269434467,2.1829671910787796,COMPLETE
315,0.0,0.08237421820532308,809.1791309266355,0.004037230488436932,COMPLETE
316,0.0,0.0761759662711798,809.1791309266355,2.851980895336985,COMPLETE
317,0.0,0.07730469646732398,5.3116731967554704,9.355553210607482,COMPLETE
318,0.0,0.07282934040956354,0.299008510362296,0.252901262000926,COMPLETE
319,0.0,0.06980135915884184,1.5992990162244731,0.025892489532927592,COMPLETE
320,0.0,0.06979693615372046,83.79414807568077,0.002291512878983546,COMPLETE
321,0.0,0.07408307915827718,0.24084783188691805,0.45740628941415734,COMPLETE
322,0.0,0.07770432473982375,3.6670946760424137,0.007987577931521262,COMPLETE
323,0.0,0.07004216267665511,35.04670414572725,0.03809293852379196,COMPLETE
324,0.0,0.07464263918719453,0.41518858197191383,4.474946456579321,COMPLETE
325,0.0,0.0764573146885111,2525.2992654679647,2.5776499401585635,COMPLETE
326,0.0,0.07318126268292813,0.14175848225886795,0.28557412444415503,COMPLETE
327,0.0,0.06922055929149995,0.019124466336413938,6.372711061293248,COMPLETE
328,0.0,0.075810668234982,167.24127039872647,0.6281973192600224,COMPLETE
329,0.0,0.07425680923074447,17.434359492988175,0.06170046976955652,COMPLETE
330,0.0,0.07330778494152149,809.1791309266355,0.0022813939542548544,COMPLETE
331,0.0,0.07453204317974936,0.5433843858716241,2.113848556886765,COMPLETE
332,0.0,0.07890040678087783,2525.2992654679647,0.035157078527452534,COMPLETE
333,0.0,0.07869058698599385,3027.0956073899333,0.15719103878044616,COMPLETE
334,0.0,0.08008662990533787,0.14175848225886795,0.28557412444415503,COMPLETE
335,0.0,0.07304297379108342,2.5553798180855534,0.11366819279585075,COMPLETE
336,0.0,0.07153903590733025,2103.3872632261855,0.0023818460795979744,COMPLETE
337,0.0,0.061291518212975266,2671.05532180719,0.00042671146486399135,COMPLETE
338,0.0,0.06782910751335854,363.60207445714536,0.015017532020814798,COMPLETE
339,0.0,0.067582120649791,1.2672142964804183,0.009604648648191256,COMPLETE
340,0.0,0.06902481399059252,62.52714656461187,0.0250175704542013,COMPLETE
341,0.0,0.0712910841111599,3.55658710423682,3.856477397966437,COMPLETE
342,0.0,0.07569198375299267,35.04670414572725,50.8628415079751,COMPLETE
343,0.0,0.07266227181967747,3.3763508319201603,39.24491990813462,COMPLETE
344,0.0,0.08048339048417075,0.025189659395424606,13.77386597342457,COMPLETE
345,0.0,0.07493787458340571,9.317489872128832,0.2669565145838075,COMPLETE
346,0.0,0.07936062805829877,9.521350193487752,0.012538492530897406,COMPLETE
347,0.0,0.06648023897230299,0.08015102705210232,0.24219511236917057,COMPLETE
348,0.0,0.07365551844048218,81.50652023059405,44.34095036415096,COMPLETE
349,0.0,0.07602941478743132,0.22231011439950768,39.24491990813462,COMPLETE
350,0.0,0.08012717590615545,6052.7332849440345,0.003459839659092992,COMPLETE
