number,values_0,values_1,params_delta_deg,params_gamma,params_lambda1,params_lambda3,state
194,0.0968,0.2118675732383268,1.441782102972152,2.6851029970103544,0.013312218698214922,13.846907547344033,COMPLETE
195,0.076,0.4217469356418422,2.981662124317787,5.950827672861153,5.6878068615007775,0.7306953052604724,COMPLETE
196,0.11125,0.5260453510566424,0.6501390125994883,6.760049309282255,2022.4284041722115,3.835844418358415,COMPLETE
197,0.0858,0.4227911637714088,5.5150049043702545,1.4973801307178418,560.4775189597802,0.5985950343657075,COMPLETE
198,0.09735,0.30560033112972484,1.8892823822974358,2.8086624468459,53.18440558386166,23.35585477562936,COMPLETE
199,0.08955,0.5160276918395692,6.998570432374837,7.451337432117496,0.01333967025299093,16.141449004081903,COMPLETE
200,0.11255,0.7652139565985255,5.939170481881678,4.145134374936782,1682.5822245299014,1.394744750596564,COMPLETE
201,0.09315,0.14531629847622465,1.8892823822974358,1.2566093898263968,53.18440558386166,67.732139360194,COMPLETE
202,0.09935,0.5783861204708787,6.139130625639881,3.315945713584284,0.04073331394919802,0.06424753378435737,COMPLETE
203,0.10275,0.5039689901224215,4.419840123160088,3.8986484384914792,0.3448706967670991,0.18406866225157814,COMPLETE
204,0.0925,0.4036450757299281,5.381858702293355,1.4973801307178418,632.6228905046459,0.762764451422855,COMPLETE
205,0.1138,0.48055740094635013,7.339695485358947,1.0567072421993136,4381.43333522635,0.09468737677460665,COMPLETE
206,0.1388,0.8187541198046867,3.563698108933897,8.928904969540103,572.7284543742186,0.6478582938644116,COMPLETE
207,0.13055,0.8952241775641294,5.7930727311653065,9.553180431255528,1136.9451617293491,1.4141176649591676,COMPLETE
208,0.0871,0.3789353639576105,1.2464461612664937,6.776081133103234,0.013312218698214922,5.684196040577681,COMPLETE
209,0.11675,0.551591961566363,2.9575281904752817,2.8320734546831314,1682.5822245299014,7.723088867177685,COMPLETE
210,0.08075,0.20443101620427506,1.8082215922428297,2.2730450020835784,3.8715561115100026,10.024286145402035,COMPLETE
211,0.0866,0.5029384343241691,7.257271731141275,5.196045314781185,1.9411683121291674,1.3951428295765351,COMPLETE
212,0.07955,0.3567879539320937,5.736771750677529,1.0843342081388594,632.6228905046459,32.402251569270184,COMPLETE
213,0.0931,0.3912676897035058,6.813325830010741,1.2945138494586252,1726.8598499372624,0.04311608575529993,COMPLETE
214,0.0994,0.4282628151993779,3.8579478727222294,7.716956152431088,0.3991416433153113,25.28624152277267,COMPLETE
215,0.0922,0.5248789475891861,5.381858702293355,1.4022913402036523,1136.9451617293491,0.762764451422855,COMPLETE
216,0.09675,0.2038869812301842,0.5374222619251636,2.7857507304507183,2.136762935747518,54.63099150658512,COMPLETE
217,0.1108,0.5139365870581383,7.339695485358947,1.0567072421993136,4329.579946919762,11.34645454198699,COMPLETE
218,0.11985,0.5819813111710473,3.2342614694771625,7.716956152431088,0.3991416433153113,0.010087830935740196,COMPLETE
219,0.12075,0.7226868427145404,1.441782102972152,8.928904969540103,2758.2044299778786,1.1455582253601304,COMPLETE
220,0.10785,0.5280412973217997,2.280737070895996,2.0259656644433917,3455.7144685828835,0.03642026672070678,COMPLETE
221,0.08385,0.3499515465685723,4.400305109968493,1.367793264680829,598.6615620059632,5.252393949938683,COMPLETE
222,0.0783,0.2959665945774156,7.466104260050497,1.6705974543865034,2.136762935747518,0.24133690159984034,COMPLETE
223,0.1187,0.7767914053555235,5.648344185544544,5.40970225232659,1136.9451617293491,2.283494216112893,COMPLETE
224,0.11695,0.4975047135685679,4.797297242249658,5.005717409257936,472.53321985754735,0.012391340214939041,COMPLETE
225,0.1207,0.5736990859523029,3.959215485524632,5.279570795967281,598.6615620059632,5.252393949938683,COMPLETE
226,0.1102,0.5731607161466475,4.400305109968493,2.6307048556380646,598.6615620059632,0.14489108204109127,COMPLETE
227,0.11005,0.5780306097135964,1.885070427035611,3.0352039660395387,572.7284543742186,0.05610871420871274,COMPLETE
228,0.08995,0.1103698186840769,0.13970796570793054,1.2566093898263968,0.3250558148949619,67.732139360194,COMPLETE
229,0.13255,0.738059157410619,5.939170481881678,8.053117581805795,1433.6859436079505,87.49841246970351,COMPLETE
230,0.12075,0.6054026136542224,2.84482701263567,6.872208690066344,1121.5419012668658,25.28624152277267,COMPLETE
231,0.0914,0.5455145261690175,7.489439152524652,4.390239464358789,20.742218430268597,0.5084006019933035,COMPLETE
232,0.0864,0.47148422425523623,3.4099180219956797,5.196045314781185,1.9411683121291674,1.526275265602974,COMPLETE
233,0.0886,0.13154788641879553,1.2464461612664937,1.371223183378064,0.919210048293306,1.4874310019960524,COMPLETE
234,0.1048,0.48990082550077807,3.8579478727222294,5.310472980773323,67.56328171198486,25.28624152277267,COMPLETE
235,0.1012,0.6244546681835541,7.453436041599795,8.928904969540103,1.4236223475312966,1.1455582253601304,COMPLETE
236,0.09515,0.45427111348924043,3.9991657306056503,9.413482932589199,0.747253043227065,4.8269015675922065,COMPLETE
237,0.10495,0.5954775701754115,5.648344185544544,4.256982401260227,8.529295686269778,0.10753035396836841,COMPLETE
238,0.07815,0.24442484344898804,5.827113301687939,1.3296769002026185,30.54779366423335,0.5985950343657075,COMPLETE
239,0.06705,0.20740913792046353,6.8435536313626235,1.1679739768270172,30.54779366423335,0.5985950343657075,COMPLETE
240,0.10365,0.6539418554405223,7.386495200771071,7.451337432117496,28.623301091967512,0.762764451422855,COMPLETE
241,0.07975,0.23165587175762048,6.139130625639881,1.9873909843390936,0.17367781104921115,72.57830932179442,COMPLETE
242,0.0915,0.4914131840682583,5.608567316603186,7.451337432117496,0.013312218698214922,44.71243101873303,COMPLETE
