number,values_0,values_1,params_delta_deg,params_gamma,params_lambda1,params_lambda2,params_lambda3,params_lambda4,state
26,0.06275,0.6514212949398405,2.8467952672042545,8.359124144204223,0.4634053899763641,51.0531204742495,4.230818933588808,1.5335060532903536e-12,COMPLETE
27,0.06375,0.13149751353990796,0.1947944142378285,2.482394522313402,0.7079986141062067,65.91421242394496,0.9620461422018579,0.0012839766076016652,COMPLETE
28,0.08965,0.2960461034706027,0.9010074297085696,5.751620494688234,3090.9457533461396,0.6111346680536379,14.732118064935978,3.20468331270818e-05,COMPLETE
29,0.07315,0.45321611043673427,2.6687924132954657,2.2170817359027377,293.8273741494749,102.84439648215638,3.017106373964752,1.5085857231899863e-09,COMPLETE
30,0.0575,0.25608833623740473,1.5602159468946362,1.3824617195227717,41.361791404529214,311.1197935347732,0.1021730407230798,3.395110443495493e-10,COMPLETE
31,0.06475,0.1520157598138197,6.826372546946507,1.4126244950079354,4065.565351371151,621.7339960336561,0.9475657171717935,4.699357169054941e-09,COMPLETE
32,0.08695,0.42813325263198176,0.33942405479698123,5.92917196696572,12.739498094250044,0.021875706805845035,94.45626116932038,2.3002810148120466e-10,COMPLETE
33,0.08365,0.11943469323304622,6.470423046951359,7.443205312710846,0.24785703746151594,2.702427187446727,1.4287370935414545,0.0016225833366210391,COMPLETE
34,0.0665,0.5172390534190315,2.1366758659893685,2.839979984936102,6.544484254749669,243.12586844183596,2.500142582090174,1.1682701663189634e-13,COMPLETE
35,0.04955,0.32071410516197685,6.103623020551158,1.783805364054492,0.21068030120772424,0.08777741099799043,0.06896807247569771,2.2704812826588045e-12,COMPLETE
36,0.087,0.187819942896662,1.252327801794568,3.478968782514188,0.016405065894179532,11.548652402147162,0.7237368128964476,0.00082199151277677,COMPLETE
37,0.07915,0.31774466961834036,0.7680239820541722,1.5675940034569393,0.1650525774177293,806.53165357863,27.61314104606813,7.010817268715666e-05,COMPLETE
38,0.0562,0.3795101393222473,6.913660803340553,2.3695902809361096,0.19956023567932574,0.012773457447228288,38.67045509181313,3.2408239014163186e-13,COMPLETE
39,0.05105,0.20572410836531052,3.0455122299916,1.0726049388472807,9.434796325054796,0.12334057452230227,5.192615578479196,7.328180654629187e-13,COMPLETE
40,0.0837,0.6062538978139551,4.335111916469993,3.1788912454430323,2661.553121751245,1.2594502646806938,17.543999742650467,7.242135537625552e-11,COMPLETE
41,0.0899,0.12058173239208245,3.3492365059991345,1.8868221633018412,0.25628953885349776,0.0037016656790458263,0.017786989585291305,5.065992845683159e-06,COMPLETE
42,0.0714,0.20164837481874656,1.3750094264264225,1.0740453559242513,0.11101388522541986,0.007421005752551859,0.03741415666917797,8.003609205668878e-09,COMPLETE
43,0.08715,0.4518569248611073,0.9583681805164558,7.6843271894426985,0.0882950782693149,0.92233944713565,59.260126040952414,3.6057515992246936e-12,COMPLETE
44,0.0727,0.28180775877108427,0.17268918965161995,2.959630528167789,0.04711742061471544,0.0032397774581608943,0.11885490299491105,1.2586782391077344e-08,COMPLETE
45,0.0614,0.3804368573638213,5.308576019746599,2.248576862692557,18.131739826917116,0.4989850848564539,41.972091817911355,1.479043698711184e-11,COMPLETE
46,0.0624,0.09469582919905839,6.794892149655003,1.2378658365484385,0.857149117237418,3.390401731039495,0.1624781950905401,0.000410556742491746,COMPLETE
