number,values_0,values_1,params_lambda1,params_lambda3,state
0,0.1245250316645557,0.03440938559309344,808.8727991202325,17.834127276399954,COMPLETE
1,0.12765815612292514,0.041949911305909,30.365334693765934,0.030490411254467303,COMPLETE
2,0.12599160055996267,0.03756869397166987,7.890121920560137,0.08473612462972009,COMPLETE
3,0.12605826278248117,0.0402402197606833,1634.1615671296283,0.08714211108832386,COMPLETE
4,0.12572495166988867,0.047835851496551285,3.676145151602411,0.7921591618691878,COMPLETE
5,0.1243917072195187,0.041691890334233955,0.7901249555599935,0.04627101997199999,COMPLETE
6,0.12719152056529565,0.03302278477103269,0.055373495891902096,0.031427194083351186,COMPLETE
7,0.12645823611759216,0.04249952936898972,9.878666303290279,22.841846439688357,COMPLETE
8,0.13139124058396107,0.03440991945343379,0.9716765151498357,5.053282973829414,COMPLETE
9,0.12739150723285114,0.03991405187069299,3.2913069438701132,0.00034357875000040324,COMPLETE
10,0.12579161389240717,0.03868434504905083,671.8169036755344,69.49274760159713,COMPLETE
11,0.13292447170188654,0.037867723747514244,0.0441942554524634,0.0005914818358565772,COMPLETE
12,0.1289914005732951,0.0410093262043134,0.27018631708665314,0.0037971659912415705,COMPLETE
13,0.11985867608826078,0.043948041962618284,5440.716116144768,0.0182193293404572,COMPLETE
14,0.12392507166188921,0.04368169452319119,13.48879574005236,33.29557347371372,COMPLETE
15,0.12632491167255516,0.039652891557290376,1.102117843824613,1.8606270338609645,COMPLETE
16,0.12665822278514766,0.0398341095710933,0.054882358480199823,0.5516031242897317,COMPLETE
17,0.13119125391640557,0.03540620777585218,0.05755655464210781,5.13516542441317,COMPLETE
18,0.13039130724618359,0.035850700513990225,49.24989561094253,0.057704892870580206,COMPLETE
19,0.13105792947136857,0.03840577610937309,2.709740411557776,63.282226782251485,COMPLETE
20,0.12479168055462969,0.0468116958097914,246.82820973942975,0.00034757359836652576,COMPLETE
21,0.12552496500233318,0.03584497374995,2.101322354860211,0.0004507798760241601,COMPLETE
22,0.13319112059196053,0.04293007237723001,118.7533221357915,4.3187199015396,COMPLETE
23,0.12619158722751816,0.02823198911727677,5734.259237000179,0.000120164807151561,COMPLETE
24,0.12052529831344577,0.03711017558873402,0.43885327585778605,1.9451088505340488,COMPLETE
25,0.12852476501566562,0.03611119551154505,0.5451553856656874,25.570926279295207,COMPLETE
26,0.12679154723018465,0.038181249934315556,3516.9728262765652,2.9153744943204787,COMPLETE
27,0.12672488500766615,0.03536035246477721,913.8809593933204,0.7304878150897232,COMPLETE
28,0.1294580361309246,0.03406037708425304,144.77861404386843,1.3369286693688067,COMPLETE
29,0.13399106726218252,0.0364147978012821,87.92736769517239,26.005167939037563,COMPLETE
30,0.13225784947670155,0.039387509540515696,0.45118523285661294,5.593008173696133,COMPLETE
31,0.12792480501299913,0.033414308623651925,119.82815976907132,71.08491831443914,COMPLETE
32,0.12752483167788814,0.03934751399108437,2.068051566016688,0.00034498676364518217,COMPLETE
33,0.12559162722485168,0.03889064239601527,434.48244677680384,1.8260367829949498,COMPLETE
34,0.12579161389240717,0.034768711019905786,3600.3784265435024,0.015346440693342137,COMPLETE
35,0.12785814279048063,0.04040350498687953,49.5180034612426,0.04163400506091563,COMPLETE
36,0.1295246983534431,0.038442663349670524,26.17844228229662,0.0021623835503839475,COMPLETE
37,0.12632491167255516,0.04172133434761022,46.31237328542682,26.774342616228378,COMPLETE
38,0.1293247116858876,0.039977557403259284,1.1048528441523338,0.7806142183324031,COMPLETE
39,0.12485834277714819,0.04005128742182863,0.0391062901314768,22.785464936065758,COMPLETE
40,0.12659156056262916,0.04046460149750852,928.2552071569077,0.02508646425851849,COMPLETE
41,0.12739150723285114,0.03672459673647813,0.6871973988180545,0.0002651025370295353,COMPLETE
42,0.1299246716885541,0.04181054771732749,475.56563592421855,41.6103590392096,COMPLETE
