time,keypoint00_x,keypoint00_y,keypoint00_z,keypoint01_x,keypoint01_y,keypoint01_z,keypoint02_x,keypoint02_y,keypoint02_z,keypoint03_x,keypoint03_y,keypoint03_z,keypoint04_x,keypoint04_y,keypoint04_z,keypoint05_x,keypoint05_y,keypoint05_z,keypoint06_x,keypoint06_y,keypoint06_z,keypoint07_x,keypoint07_y,keypoint07_z,keypoint08_x,keypoint08_y,keypoint08_z,keypoint09_x,keypoint09_y,keypoint09_z,keypoint10_x,keypoint10_y,keypoint10_z,keypoint11_x,keypoint11_y,keypoint11_z,keypoint12_x,keypoint12_y,keypoint12_z,keypoint13_x,keypoint13_y,keypoint13_z,keypoint14_x,keypoint14_y,keypoint14_z,keypoint15_x,keypoint15_y,keypoint15_z,keypoint16_x,keypoint16_y,keypoint16_z,keypoint17_x,keypoint17_y,keypoint17_z,keypoint18_x,keypoint18_y,keypoint18_z,keypoint19_x,keypoint19_y,keypoint19_z,keypoint00_x_vel,keypoint00_x_acc,keypoint00_y_vel,keypoint00_y_acc,keypoint00_z_vel,keypoint00_z_acc,keypoint01_x_vel,keypoint01_x_acc,keypoint01_y_vel,keypoint01_y_acc,keypoint01_z_vel,keypoint01_z_acc,keypoint02_x_vel,keypoint02_x_acc,keypoint02_y_vel,keypoint02_y_acc,keypoint02_z_vel,keypoint02_z_acc,keypoint03_x_vel,keypoint03_x_acc,keypoint03_y_vel,keypoint03_y_acc,keypoint03_z_vel,keypoint03_z_acc,keypoint04_x_vel,keypoint04_x_acc,keypoint04_y_vel,keypoint04_y_acc,keypoint04_z_vel,keypoint04_z_acc,keypoint05_x_vel,keypoint05_x_acc,keypoint05_y_vel,keypoint05_y_acc,keypoint05_z_vel,keypoint05_z_acc,keypoint06_x_vel,keypoint06_x_acc,keypoint06_y_vel,keypoint06_y_acc,keypoint06_z_vel,keypoint06_z_acc,keypoint07_x_vel,keypoint07_x_acc,keypoint07_y_vel,keypoint07_y_acc,keypoint07_z_vel,keypoint07_z_acc,keypoint08_x_vel,keypoint08_x_acc,keypoint08_y_vel,keypoint08_y_acc,keypoint08_z_vel,keypoint08_z_acc,keypoint09_x_vel,keypoint09_x_acc,keypoint09_y_vel,keypoint09_y_acc,keypoint09_z_vel,keypoint09_z_acc,keypoint10_x_vel,keypoint10_x_acc,keypoint10_y_vel,keypoint10_y_acc,keypoint10_z_vel,keypoint10_z_acc,keypoint11_x_vel,keypoint11_x_acc,keypoint11_y_vel,keypoint11_y_acc,keypoint11_z_vel,keypoint11_z_acc,keypoint12_x_vel,keypoint12_x_acc,keypoint12_y_vel,keypoint12_y_acc,keypoint12_z_vel,keypoint12_z_acc,keypoint13_x_vel,keypoint13_x_acc,keypoint13_y_vel,keypoint13_y_acc,keypoint13_z_vel,keypoint13_z_acc,keypoint14_x_vel,keypoint14_x_acc,keypoint14_y_vel,keypoint14_y_acc,keypoint14_z_vel,keypoint14_z_acc,keypoint15_x_vel,keypoint15_x_acc,keypoint15_y_vel,keypoint15_y_acc,keypoint15_z_vel,keypoint15_z_acc,keypoint16_x_vel,keypoint16_x_acc,keypoint16_y_vel,keypoint16_y_acc,keypoint16_z_vel,keypoint16_z_acc,keypoint17_x_vel,keypoint17_x_acc,keypoint17_y_vel,keypoint17_y_acc,keypoint17_z_vel,keypoint17_z_acc,keypoint18_x_vel,keypoint18_x_acc,keypoint18_y_vel,keypoint18_y_acc,keypoint18_z_vel,keypoint18_z_acc,keypoint19_x_vel,keypoint19_x_acc,keypoint19_y_vel,keypoint19_y_acc,keypoint19_z_vel,keypoint19_z_acc
1776075054.6608968,nan,nan,nan,2.140796661376953,2.4983644485473633,-0.44803696870803833,2.0729103088378906,2.4175710678100586,-0.5655093193054199,nan,nan,nan,nan,nan,nan,2.1332476139068604,2.4938745498657227,-0.3073509633541107,2.470101833343506,2.5471482276916504,-0.36375975608825684,2.65409255027771,2.455353260040283,-0.340533971786499,nan,nan,nan,nan,nan,nan,nan,nan,nan,2.510819911956787,2.2861406803131104,-0.5036335587501526,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1776075054.6940968,nan,nan,nan,2.133251667022705,2.4904842376708984,-0.42979779839515686,2.077529191970825,2.414701223373413,-0.5508862137794495,nan,nan,nan,nan,nan,nan,2.1319310665130615,2.497715473175049,-0.29613953828811646,2.426900863647461,2.5261430740356445,-0.3330269455909729,2.691389799118042,2.478435754776001,-0.3176151514053345,nan,nan,nan,nan,nan,nan,nan,nan,nan,2.5230624675750732,2.265305519104004,-0.49072954058647156,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1776075054.7275417,nan,nan,nan,2.1138346195220947,2.4593167304992676,-0.401191771030426,2.0955090522766113,2.435270309448242,-0.531755268573761,1.9893015623092651,2.0448527336120605,-0.5587601065635681,nan,nan,nan,2.1402485370635986,2.4916281700134277,-0.27070707082748413,2.4568889141082764,2.5223448276519775,-0.3147549331188202,2.6691737174987793,2.429105043411255,-0.29384487867355347,2.135571241378784,1.96397066116333,-0.5382795333862305,nan,nan,nan,nan,nan,nan,2.513295888900757,2.2452704906463623,-0.4622597396373749,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,-10.602744102478027,nan,-20.84330940246582,nan,9.181376457214355,nan,11.958105087280273,nan,21.05051040649414,nan,3.948068618774414,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,8.653220176696777,nan,-8.933916091918945,nan,12.686205863952637,nan,65.9576644897461,nan,15.578591346740723,nan,-11.384329795837402,nan,-53.64753723144531,nan,-65.12840270996094,nan,0.612330436706543,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-19.829593658447266,nan,0.8558313846588135,nan,13.881627082824707,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1776075054.7609138,1.6672213077545166,1.8809252977371216,-0.7195744514465332,1.9968847036361694,2.303338050842285,-0.36734768748283386,2.0281968116760254,2.3553764820098877,-0.33088621497154236,2.12888765335083,2.189042329788208,-0.5250552892684937,2.2272660732269287,2.024259567260742,-0.7066569328308105,1.9655729532241821,2.251300096511841,-0.40380924940109253,2.212709665298462,2.245465040206909,-0.28382188081741333,2.473191976547241,2.2584524154663086,-0.24150003492832184,2.3915672302246094,2.2195005416870117,-0.4903438985347748,2.7787840366363525,2.0306520462036133,-0.6203421950340271,3.126260995864868,1.8585656881332397,-0.7185555696487427,2.3495190143585205,2.121187686920166,-0.5064974427223206,2.7367355823516846,1.9323395490646362,-0.6364956498146057,3.0842125415802,1.7602527141571045,-0.7347090244293213,1.6986687183380127,2.0532045364379883,-0.6517236828804016,1.5675891637802124,1.8889087438583374,-0.5605698823928833,1.8847534656524658,2.3409547805786133,-0.3932855725288391,1.5133612155914307,1.875449776649475,-0.13501611351966858,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,-49.179847717285156,nan,-66.56708526611328,nan,6.960790634155273,nan,-32.391273498535156,nan,-34.681373596191406,nan,83.74297332763672,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-77.99960327148438,nan,-109.83414459228516,nan,-64.96981811523438,nan,-90.43064880371094,nan,-115.08655548095703,nan,0.03905918076634407,nan,-104.93206787109375,nan,-87.08895111083984,nan,13.182966232299805,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-79.17633056640625,nan,-46.399742126464844,nan,-25.760957717895508,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1776075054.7940397,1.3862667083740234,1.7262564897537231,-0.7544933557510376,1.8468745946884155,2.114074468612671,-0.3239142894744873,1.873595952987671,2.156928539276123,-0.274244099855423,2.0006303787231445,2.051499843597412,-0.4890049695968628,2.1232638359069824,2.0527045726776123,-0.7187851667404175,1.820152997970581,2.071220874786377,-0.3735845386981964,2.0490965843200684,2.0372884273529053,-0.2328418642282486,2.3063228130340576,2.051917552947998,-0.19462962448596954,2.2500498294830322,2.036959648132324,-0.40559810400009155,2.6573472023010254,1.880463719367981,-0.5116240978240967,3.0194034576416016,1.7349532842636108,-0.5955842137336731,2.2122554779052734,1.9579133987426758,-0.45443233847618103,2.6357085704803467,1.816887378692627,-0.5036503076553345,3.012498378753662,1.6948444843292236,-0.5530736446380615,1.3902626037597656,1.8932902812957764,-0.6541377305984497,1.2970622777938843,1.691605567932129,-0.5847011208534241,1.5641766786575317,2.1633620262145996,-0.35157328844070435,1.3001092672348022,1.5919215679168701,-0.15483616292476654,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,-49.4423713684082,nan,-63.035865783691406,nan,7.205629825592041,nan,-52.14896011352539,nan,-63.50062561035156,nan,34.445838928222656,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-60.9344482421875,nan,-77.871826171875,nan,-15.646346092224121,nan,-66.64042663574219,nan,-83.75257873535156,nan,6.885828495025635,nan,-75.25747680664062,nan,-75.04216766357422,nan,9.910317420959473,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-58.57958984375,nan,-50.2830696105957,nan,0.6943758130073547,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1776075054.8275397,1.2993758916854858,1.6999311447143555,-0.851613461971283,1.9084358215332031,2.168771982192993,-0.31068164110183716,1.931757926940918,2.2025504112243652,-0.2529597878456116,2.0605244636535645,2.091266632080078,-0.4637404680252075,2.2160589694976807,2.103768825531006,-0.6723289489746094,1.8851137161254883,2.1349925994873047,-0.36840346455574036,2.1244077682495117,2.101081132888794,-0.24600303173065186,2.3773176670074463,2.1250340938568115,-0.1883903592824936,2.3227014541625977,2.114922046661377,-0.3896891474723816,2.717463493347168,1.927764892578125,-0.4889366626739502,3.0676686763763428,1.758074402809143,-0.5734987854957581,2.2912676334381104,2.051271438598633,-0.4534631371498108,2.716015338897705,1.9111217260360718,-0.4791957139968872,3.096036911010742,1.7971980571746826,-0.5137556195259094,1.338880181312561,1.851365089416504,-0.6969735622406006,1.2016124725341797,1.6951673030853271,-0.6545705199241638,1.5842673778533936,2.0154707431793213,-0.2717283070087433,1.1953421831130981,1.5729106664657593,-0.15158618986606598,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,-5.598261833190918,nan,-10.164856910705566,nan,1.083871841430664,nan,-13.514552116394043,nan,-20.288545608520508,nan,5.843841075897217,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-9.023337364196777,nan,-12.62136173248291,nan,-0.3379366099834442,nan,-5.744725704193115,nan,-12.521951675415039,nan,-2.872105836868286,nan,-13.065335273742676,nan,-12.042939186096191,nan,0.26675453782081604,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-5.5634284019470215,nan,0.03484288230538368,nan,1.1057671308517456,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1776075054.8609138,1.909013032913208,2.5026230812072754,-0.1142817810177803,2.101823568344116,2.372285842895508,-0.31226056814193726,2.0814430713653564,2.254495143890381,-0.27509361505508423,2.2957262992858887,2.2130680084228516,-0.4188898801803589,2.52872371673584,2.1727797985076904,-0.5040149688720703,2.122204065322876,2.4900765419006348,-0.3494277000427246,2.320460557937622,2.368476152420044,-0.4686696529388428,2.53776478767395,2.2640087604522705,-0.5395401120185852,2.4626224040985107,2.1871337890625,-0.4732549488544464,2.8278448581695557,2.048489570617676,-0.6954251527786255,3.1486501693725586,1.9239463806152344,-0.8982892036437988,2.4828641414642334,2.3132567405700684,-0.5183454751968384,2.8374335765838623,2.1595277786254883,-0.7477298974990845,3.158092737197876,2.024643659591675,-0.9441087245941162,1.8321547508239746,2.47127103805542,-0.12337145954370499,1.8489916324615479,2.5453720092773438,-0.1535591334104538,1.7746442556381226,2.358687400817871,-0.22878800332546234,1.8223485946655273,2.56864070892334,-0.3143196105957031,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,28.836698532104492,nan,30.48906135559082,nan,-3.3763160705566406,nan,16.14805793762207,nan,3.5312130451202393,nan,-9.936598777770996,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,32.92085647583008,nan,47.77436447143555,nan,5.67556095123291,nan,34.00397872924805,nan,41.17044448852539,nan,-29.6671085357666,nan,24.50404930114746,nan,24.079315185546875,nan,-42.20354080200195,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,29.91990089416504,nan,40.81915283203125,nan,-7.158066272735596,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1776075054.8940427,1.9229942560195923,2.4574363231658936,-0.20659825205802917,2.1555240154266357,2.4227144718170166,-0.30311504006385803,2.0797858238220215,2.3320834636688232,-0.40797561407089233,2.2885162830352783,2.265424966812134,-0.5492688417434692,2.492055892944336,2.1641440391540527,-0.6549152731895447,2.231262683868408,2.5133461952209473,-0.19825464487075806,2.4809422492980957,2.4472434520721436,-0.23383788764476776,2.7168798446655273,2.3636388778686523,-0.24765795469284058,2.4993746280670166,2.200838088989258,-0.47510087490081787,2.882910966873169,2.014036178588867,-0.6365240216255188,3.224642038345337,1.8544116020202637,-0.7852751612663269,2.572711706161499,2.280808448791504,-0.36639079451560974,2.9779598712921143,2.1224937438964844,-0.5033680200576782,3.3379156589508057,1.9795753955841064,-0.6233417987823486,1.8812726736068726,2.4929168224334717,-0.23993836343288422,1.9151266813278198,2.519618272781372,-0.19308385252952576,1.8956876993179321,2.5333142280578613,-0.3526955544948578,1.9916064739227295,2.6089680194854736,-0.2199411243200302,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,32.45294952392578,nan,35.83476638793945,nan,-4.377713203430176,nan,17.5751953125,nan,15.457568168640137,nan,-24.23630142211914,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,40.789222717285156,nan,48.80075454711914,nan,17.362022399902344,nan,46.68571472167969,nan,49.056846618652344,nan,-7.762113571166992,nan,40.64904022216797,nan,34.992610931396484,nan,-14.514765739440918,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,36.147216796875,nan,35.028961181640625,nan,4.834713935852051,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1776075054.9275868,2.328782796859741,2.6413626670837402,-0.19827690720558167,2.0902578830718994,2.334786891937256,-0.2753756642341614,2.1215198040008545,2.3091492652893066,-0.1484852284193039,2.156299352645874,2.2052652835845947,-0.40486887097358704,2.4010586738586426,2.195812225341797,-0.5138319730758667,2.0589959621429443,2.360424041748047,-0.40226617455482483,2.322221517562866,2.286726713180542,-0.34735748171806335,2.575552463531494,2.2168006896972656,-0.294412761926651,2.484316349029541,2.147273540496826,-0.3442487120628357,2.8958141803741455,1.9279829263687134,-0.49948006868362427,3.2579238414764404,1.726940393447876,-0.6383538246154785,2.4597818851470947,2.179482936859131,-0.4638902544975281,2.8991236686706543,1.9961822032928467,-0.5859357714653015,3.2747578620910645,1.8043709993362427,-0.6996649503707886,2.1377158164978027,2.5129401683807373,-0.1664365977048874,2.1322720050811768,2.520829200744629,-0.22774185240268707,1.7377736568450928,2.0491950511932373,-0.13303416967391968,1.722350835800171,2.071547746658325,-0.3067323863506317,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,22.268964767456055,nan,24.846899032592773,nan,-3.261702299118042,nan,16.243803024291992,nan,14.476553916931152,nan,-9.403886795043945,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,23.27427864074707,nan,29.499954223632812,nan,4.319194316864014,nan,30.377174377441406,nan,31.925968170166016,nan,-7.710452556610107,nan,27.34321403503418,nan,22.607572555541992,nan,-7.549878120422363,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,22.851764678955078,nan,20.0568790435791,nan,0.2985609173774719,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1776075054.9609168,1.9017527103424072,2.186109781265259,0.03952816128730774,2.1135122776031494,2.352175712585449,-0.2554417550563812,2.0586812496185303,2.221250295639038,-0.2937341034412384,2.07161021232605,2.0099756717681885,-0.11536741256713867,2.3333561420440674,2.016254425048828,-0.16320174932479858,2.1683433055877686,2.483100652694702,-0.2171492874622345,2.415581703186035,2.413745641708374,-0.3205028176307678,2.660506248474121,2.334568500518799,-0.38818901777267456,2.4804739952087402,2.1784169673919678,-0.47689616680145264,2.885338544845581,2.019434690475464,-0.7027775645256042,3.244438409805298,1.8791931867599487,-0.9057004451751709,2.540111780166626,2.310101270675659,-0.4323391616344452,2.960646390914917,2.157911777496338,-0.6328445076942444,3.3284921646118164,2.0317158699035645,-0.8292167782783508,1.8452214002609253,2.1518125534057617,-0.03971251845359802,1.8056308031082153,2.148721694946289,0.04325909912586212,1.8453863859176636,2.2654201984405518,-0.12888140976428986,1.7332134246826172,2.2566637992858887,0.10620474815368652,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,16.253211975097656,nan,18.48624038696289,nan,-2.386045217514038,nan,9.960296630859375,nan,8.485912322998047,nan,-11.49680233001709,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,18.627368927001953,nan,24.00653839111328,nan,7.845912933349609,nan,24.388900756835938,nan,27.42992401123047,nan,-5.084342956542969,nan,22.260196685791016,nan,20.863462448120117,nan,-8.046232223510742,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,18.213237762451172,nan,17.7174129486084,nan,0.057026151567697525,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
