timestamp,study_name,number,calculated_cost,values_lap count,values_low_scale_rate,values_mean_scaling,values_mean_trajectory_error,values_violation_rate,params_gamma,params_lambda_acc,params_lambda_pos,params_lambda_scaling,params_lambda_vel,user_attrs_covariance_matrix,user_attrs_d_mean,user_attrs_h_mean,user_attrs_v_rel_mean
2026-03-11 16:31:29,params_GPR_test_h_mean_0.17_v_mean_0.8_20260305-165027,1399,3.471883033848984,70.47108307436004,0.18156563686872626,0.8219820232045317,0.03505640348998456,0.04651190697618605,6.512697914923313,1.3907035837916618e-14,50899.53905392255,260.10720219467396,30.895555521447232,"[[0.08228042973279932, 0.05003395432396677, 0.04059470344784372], [0.05003395432396677, 0.06560865173253057, -0.011419110890466004], [0.04059470344784372, -0.011419110890466004, 0.11432657028600322]]",0.5595732496852599,0.16899664154454636,-0.08084087121091532
2026-03-11 16:31:29,params_GPR_test_h_mean_0.17_v_mean_0.8_20260305-165027,334,3.4715517592187517,69.92481331487605,0.18667962664074672,0.8155191950244519,0.02486895303396623,0.04564590870818258,9.901315935146753,1.0998863613990634e-12,33116.46774548019,15.328845735415557,5.339694140822097,"[[0.08276448783911723, 0.04975497790757054, 0.04172945407093936], [0.04975497790757054, 0.06554750042510757, -0.010051656611476119], [0.04172945407093936, -0.010051656611476119, 0.11252864078082628]]",0.5575096503223844,0.16692060775015108,-0.08295802371522774
2026-03-11 16:31:29,params_GPR_test_h_mean_0.17_v_mean_0.8_20260305-165027,193,3.4679065350552976,69.79637043116156,0.18935762128475744,0.8139994573396644,0.025131996848853137,0.04552990894018212,9.901315935146753,5.795216405294512e-15,33116.46774548019,66.48185278284069,5.339694140822097,"[[0.07709928968689637, 0.04796325492347417, 0.039486754210988545], [0.04796325492347417, 0.06352256549385209, -0.010373636614012749], [0.039486754210988545, -0.010373636614012749, 0.11276333661935768]]",0.5572376505239973,0.16735460710916233,-0.08273419924049494
2026-03-11 16:31:29,params_GPR_test_h_mean_0.17_v_mean_0.8_20260305-165027,2934,3.4620194564053057,70.19248065093372,0.18521362957274085,0.818685238082084,0.026294353949092224,0.04777190445619109,8.62495782377907,1.3907035837916618e-14,386.877871072592,73.71841310893393,0.08002219666955362,"[[0.07415295905230014, 0.0477395746328767, 0.03666548104362778], [0.0477395746328767, 0.06203630937990002, -0.010127164141659711], [0.03666548104362778, -0.010127164141659711, 0.10639690628659379]]",0.5555140963350534,0.16719428369650047,-0.08334403747840806
2026-03-11 16:31:29,params_GPR_test_h_mean_0.17_v_mean_0.8_20260305-165027,2751,3.4620194564053057,70.19248065093372,0.18521362957274085,0.818685238082084,0.026294353949092224,0.04777190445619109,8.62495782377907,1.3907035837916618e-14,386.877871072592,73.71841310893393,0.08002219666955362,"[[0.07415295905230014, 0.0477395746328767, 0.03666548104362778], [0.0477395746328767, 0.06203630937990002, -0.010127164141659711], [0.03666548104362778, -0.010127164141659711, 0.10639690628659379]]",0.5555140963350534,0.16719428369650047,-0.08334403747840806
2026-03-11 16:31:48,params_GPR_test_h_mean_0.12_v_mean_1.0_20260307-103036,1520,3.290622540786741,22.851237566106803,0.677079622599261,0.38911661479359944,0.020464049450734757,0.1484539597561348,5.740060755518347,2.6429122574139532e-05,14895.874740186004,15.71334663811916,0.002089325521255321,"[[0.025186320684970308, 0.02944430207998608, -0.010471107138702371], [0.02944430207998608, 0.050156540036643854, -0.042403588848432226], [-0.010471107138702371, -0.042403588848432226, 0.06268428061484059]]",0.9016407041408138,0.1229768007923421,-1.051067045811237
2026-03-11 16:31:48,params_GPR_test_h_mean_0.12_v_mean_1.0_20260307-103036,2865,3.2892387969203676,22.900316908644477,0.6752372567286725,0.39084056486476537,0.019832682299300925,0.1520285834212062,5.740060755518347,2.6429122574139532e-05,14895.874740186004,12.187235704711185,0.011206955895200349,"[[0.025135269378411054, 0.029364911375420768, -0.01042626233480537], [0.029364911375420768, 0.05007481962017259, -0.04237828881879782], [-0.01042626233480537, -0.04237828881879782, 0.06266095197678694]]",0.8990430559689288,0.12117255687323564,-1.0494160035841
2026-03-11 16:31:48,params_GPR_test_h_mean_0.12_v_mean_1.0_20260307-103036,2561,3.287184182311756,25.390416919694164,0.6845464560022032,0.3835381885003201,0.020322722487007804,0.14987147971725537,5.740060755518347,2.6429122574139532e-05,14895.874740186004,69.21229445550169,0.002089325521255321,"[[0.02519680957762215, 0.029471676098695557, -0.010476466080879864], [0.029471676098695557, 0.05010524808949505, -0.042190351256136314], [-0.010476466080879864, -0.042190351256136314, 0.062151225754474494]]",0.9000427723097594,0.12231798498895834,-1.0492717487414909
2026-03-11 16:31:48,params_GPR_test_h_mean_0.12_v_mean_1.0_20260307-103036,614,3.268410649137379,24.32452208334029,0.6868275137858089,0.38120674257884585,0.020723917765056925,0.148024329986861,5.740060755518347,2.6429122574139532e-05,14895.874740186004,17.94165564504692,0.002089325521255321,"[[0.02508564109765287, 0.029318633190549226, -0.01036010759411287], [0.029318633190549226, 0.049776150723932815, -0.0418219529099226], [-0.01036010759411287, -0.0418219529099226, 0.06166396144506929]]",0.9003144835795495,0.12273943118709373,-1.0490750909275262
2026-03-11 16:31:48,params_GPR_test_h_mean_0.12_v_mean_1.0_20260307-103036,294,3.268410649137379,24.32452208334029,0.6868275137858089,0.38120674257884585,0.020723917765056925,0.148024329986861,5.740060755518347,2.6429122574139532e-05,14895.874740186004,17.94165564504692,0.002089325521255321,"[[0.02508564109765287, 0.029318633190549226, -0.01036010759411287], [0.029318633190549226, 0.049776150723932815, -0.0418219529099226], [-0.01036010759411287, -0.0418219529099226, 0.06166396144506929]]",0.9003144835795495,0.12273943118709373,-1.0490750909275262
